id	emotion
34170_0009_A_61	0.03690386936068535,0.09861604869365692,0.00918020773679018,0.07161670923233032,0.04723181203007698,0.15401622653007507
34170_0009_A_62	0.017131224274635315,0.01600172370672226,0.019320575520396233,0.06569826602935791,0.1068638265132904,0.09106902033090591
34170_0009_A_63	0.018886033445596695,0.017207618802785873,0.018810616806149483,0.06782308220863342,0.1010323315858841,0.0868653655052185
34170_0009_A_64	0.07149669528007507,0.03834717720746994,0.06911782920360565,0.018538646399974823,0.1619631052017212,0.4861414432525635
34170_0010_A_66	0.01608247309923172,0.009115958586335182,0.007030417677015066,0.014104632660746574,0.04404545575380325,0.024749867618083954
34170_0010_A_67	0.01777333952486515,0.03417956084012985,0.048462457954883575,0.03888801857829094,0.13474401831626892,0.07792913168668747
34170_0011_A_71	0.021847937256097794,0.03261874243617058,0.02871241606771946,0.014895164407789707,0.08392459899187088,0.06618719547986984
34170_0011_A_74	0.009572147391736507,0.029992878437042236,0.09340302646160126,0.02539074793457985,0.17163456976413727,0.07677862048149109
34170_0011_A_76	0.03619992733001709,0.06994608044624329,0.05220092833042145,0.04585031419992447,0.12272458523511887,0.13210225105285645
34170_0011_A_78	0.022269437089562416,0.08136433362960815,0.05584375560283661,0.05800468102097511,0.11506562680006027,0.07966076582670212
34170_0011_A_80	0.0237627811729908,0.08261130005121231,0.055180370807647705,0.1228618249297142,0.12052155286073685,0.12166127562522888
34170_0011_A_81	0.014098783023655415,0.09927043318748474,0.015227992087602615,0.051762040704488754,0.07794415205717087,0.14264269173145294
34170_0012_A_83	0.03316209465265274,0.020995842292904854,0.01083633117377758,0.024722855538129807,0.05362606793642044,0.0740877091884613
34170_0012_A_84	0.01918800361454487,0.06495421379804611,0.013387728482484818,0.04264418035745621,0.06346160918474197,0.042233824729919434
34170_0012_A_85	0.02704687789082527,0.058649733662605286,0.012827327474951744,0.035475198179483414,0.0668899342417717,0.060425080358982086
34170_0012_A_86	0.025734391063451767,0.042721256613731384,0.009232709184288979,0.035308193415403366,0.053217850625514984,0.04705815762281418
34170_0012_A_87	0.0212906152009964,0.04754043370485306,0.011841416358947754,0.04282403737306595,0.07260693609714508,0.04801862686872482
34170_0012_A_88	0.023437896743416786,0.0511430948972702,0.012358641251921654,0.029795397073030472,0.06105542927980423,0.052368707954883575
34170_0012_A_89	0.02025926671922207,0.04812351241707802,0.010103072971105576,0.03544776141643524,0.0681442841887474,0.04108744487166405
34170_0012_A_90	0.014748106710612774,0.17736616730690002,0.016295677050948143,0.021559908986091614,0.03096058964729309,0.02191602997481823
34170_0012_A_92	0.007016408257186413,0.1472584307193756,0.010552600957453251,0.04660829156637192,0.03821953013539314,0.01560371182858944
34170_0012_A_94	0.008355742320418358,0.13189315795898438,0.028667109087109566,0.1480833739042282,0.040897056460380554,0.06544582545757294
34170_0012_A_96	0.00885443203151226,0.1221432089805603,0.018645673990249634,0.06946365535259247,0.07336144149303436,0.025732101872563362
34170_0012_A_98	0.006700800731778145,0.10742276161909103,0.14015954732894897,0.0623815655708313,0.05728495493531227,0.03767240047454834
34170_0012_A_99	0.06627608090639114,0.20078644156455994,0.01665497198700905,0.04444829374551773,0.05748971924185753,0.15331751108169556
34170_0012_A_100	0.013977903872728348,0.08765147626399994,0.08580845594406128,0.37832850217819214,0.10270293056964874,0.066291444003582
34170_0012_A_101	0.05454361438751221,0.09831413626670837,0.011142506264150143,0.099754199385643,0.10319439321756363,0.3204859495162964
34170_0013_A_103	0.01560093741863966,0.020966585725545883,0.05401534587144852,0.01852741278707981,0.12324345111846924,0.053049035370349884
34170_0013_A_104	0.016652263700962067,0.023255396634340286,0.04831329733133316,0.01907298155128956,0.11176393926143646,0.04911130666732788
34170_0013_A_105	0.01674361154437065,0.022566309198737144,0.05509337782859802,0.01926281303167343,0.11990061402320862,0.05234922468662262
34170_0013_A_106	0.021180450916290283,0.045540452003479004,0.02840450033545494,0.2321869432926178,0.12189881503582001,0.30824336409568787
34170_0013_A_107	0.019773652777075768,0.07011532783508301,0.032382361590862274,0.037223733961582184,0.08048807084560394,0.11955326795578003
34170_0013_A_108	0.006876333151012659,0.04749714955687523,0.2113204002380371,0.07922611385583878,0.10072443634271622,0.05069136619567871
34170_0013_A_109	0.03790340572595596,0.043107546865940094,0.04207327961921692,0.13510893285274506,0.16909220814704895,0.26232394576072693
34170_0013_A_110	0.018038159236311913,0.0561283640563488,0.015198645181953907,0.014655528590083122,0.06110875681042671,0.06823354959487915
34170_0014_A_112	0.06936251372098923,0.3729182481765747,0.052182637155056,0.14223170280456543,0.16311456263065338,0.18530617654323578
34170_0014_A_113	0.14841553568840027,0.14474838972091675,0.01585259474813938,0.09557374566793442,0.09009937196969986,0.31282883882522583
34170_0015_A_115	0.022379495203495026,0.05309467762708664,0.19806870818138123,0.1713057905435562,0.06687398254871368,0.10172256827354431
34170_0015_A_116	0.0868026465177536,0.09439568221569061,0.013092564418911934,0.06662452965974808,0.038944851607084274,0.45758533477783203
34170_0015_A_117	0.19794026017189026,1.1039587259292603,0.010159915313124657,0.02711072936654091,0.014533765614032745,0.17136338353157043
34170_0015_A_118	0.06553556770086288,0.06936216354370117,0.015002120286226273,0.2582058012485504,0.07133211940526962,0.26688262820243835
34170_0015_A_119	0.042819730937480927,0.15796124935150146,0.006083061918616295,0.054367516189813614,0.038818031549453735,0.11480473726987839
34170_0015_A_120	0.022121421992778778,0.0403435155749321,0.06091254949569702,0.551654040813446,0.31673383712768555,0.37592440843582153
34170_0015_A_121	0.06083589047193527,0.19791534543037415,0.040867023169994354,0.08408495038747787,0.126835435628891,0.2453024536371231
34170_0016_A_123	0.04407235234975815,0.009860953316092491,0.0024410313926637173,0.023669492453336716,0.01718766801059246,0.04179823026061058
34170_0016_A_124	0.042702510952949524,0.13259348273277283,0.13164561986923218,0.07052313536405563,0.07915492355823517,0.20227861404418945
34170_0016_A_125	0.027539141476154327,0.07962721586227417,0.008877303451299667,0.10981332510709763,0.03696665167808533,0.04021920636296272
34170_0016_A_126	0.0037242800462991,0.03899042680859566,0.02143349125981331,0.09789975732564926,0.06761889159679413,0.01215984858572483
34170_0016_A_127	0.005867816507816315,0.029263891279697418,0.017867514863610268,0.08845985680818558,0.06765584647655487,0.01600482687354088
34170_0016_A_128	0.009913921356201172,0.06812042742967606,0.16369318962097168,0.40321487188339233,0.07043331861495972,0.045905135571956635
34170_0016_A_129	0.0320853590965271,0.07002777606248856,0.015296321362257004,0.05535559356212616,0.05195004120469093,0.11656256020069122
34170_0016_A_130	0.23336172103881836,0.36186933517456055,0.00924420915544033,0.1642037332057953,0.08055873215198517,0.38441553711891174
34170_0016_A_131	0.0097841527312994,0.04232022538781166,0.07243375480175018,0.1048014909029007,0.08523080497980118,0.05365722253918648
34170_0016_A_132	0.10333776473999023,0.15704262256622314,0.007887729443609715,0.04990483075380325,0.029311146587133408,0.2770501375198364
34170_0016_A_133	0.039294905960559845,0.1535511016845703,0.027117621153593063,0.15939092636108398,0.10386621952056885,0.14331278204917908
34170_0016_A_134	0.04210781306028366,0.12398667633533478,0.027217496186494827,0.15723344683647156,0.11117664724588394,0.16524505615234375
34170_0016_A_135	0.03881288319826126,0.21393625438213348,0.028883082792162895,0.17090725898742676,0.02957068756222725,0.10826048254966736
34170_0016_A_136	0.0898016169667244,0.9851236939430237,0.01724584773182869,0.019634027034044266,0.013139361515641212,0.0807257890701294
34170_0017_A_139	0.016278736293315887,0.017335273325443268,0.022950880229473114,0.06795777380466461,0.18563786149024963,0.15414533019065857
34170_0017_A_140	0.0366523377597332,0.13933661580085754,0.005848189815878868,0.022158443927764893,0.04269524663686752,0.0435914546251297
34170_0017_A_141	0.026175035163760185,0.06961487978696823,0.016565721482038498,0.04446084797382355,0.07723464071750641,0.39316868782043457
34170_0017_A_142	0.011559510603547096,0.011485998518764973,0.007877585478127003,0.06384097039699554,0.12684135138988495,0.059502892196178436
34170_0017_A_143	0.011780500411987305,0.2775528132915497,0.01927376724779606,0.09640897810459137,0.04441305994987488,0.01985882595181465
34170_0017_A_144	0.03449537977576256,0.08204447478055954,0.015863921493291855,0.048443712294101715,0.06857869774103165,0.45629173517227173
34170_0017_A_145	0.062341026961803436,0.06446251273155212,0.02198740467429161,0.0487343966960907,0.13679859042167664,0.16053958237171173
34170_0017_A_146	0.07842376083135605,0.08824014663696289,0.017484817653894424,0.04247404634952545,0.1261771321296692,0.15286657214164734
34170_0017_A_147	0.10985825955867767,0.08586476743221283,0.06629163771867752,0.6264407634735107,0.07991112768650055,0.43693220615386963
34170_0017_A_148	0.07284031808376312,0.08216613531112671,0.07582071423530579,0.1459902673959732,0.219521164894104,1.0665738582611084
34170_0017_A_149	0.012936359271407127,0.128804549574852,0.04334573447704315,0.11439622938632965,0.057498037815093994,0.038572683930397034
34170_0017_A_150	0.020541446283459663,0.09404398500919342,0.034903090447187424,0.08026257902383804,0.06542569398880005,0.050519272685050964
34170_0017_A_151	0.03401988744735718,0.2502219080924988,0.02984323352575302,0.1449010819196701,0.06802915036678314,0.09728650748729706
34170_0017_A_152	0.07914703339338303,0.6416366696357727,0.1353851705789566,0.12008629739284515,0.027257753536105156,0.21421313285827637
34170_0017_A_153	0.04650583490729332,0.09599940478801727,0.045948997139930725,0.08079028129577637,0.14850597083568573,0.42610347270965576
34170_0017_A_154	0.054933127015829086,0.14200511574745178,0.0408918634057045,0.05916821211576462,0.13598886132240295,0.4022728204727173
34170_0017_A_155	0.00541072990745306,0.07199964672327042,0.4578791856765747,0.036979254335165024,0.044724032282829285,0.05752938240766525
34170_0017_A_156	0.456540048122406,0.8246533870697021,0.010500282049179077,0.010713741183280945,0.040330670773983,0.23031458258628845
34170_0017_A_157	0.07866322994232178,0.17634756863117218,0.023187076672911644,0.11883783340454102,0.037550099194049835,0.11326999962329865
34170_0017_A_158	0.033107999712228775,0.03311760351061821,0.014664467424154282,0.03462715074419975,0.08504892885684967,0.25461500883102417
34170_0017_A_159	0.02646411582827568,0.025215888395905495,0.043822646141052246,0.06759335100650787,0.19441044330596924,0.16872334480285645
34170_0017_A_160	0.02888019010424614,0.0277961865067482,0.03406912833452225,0.06105424091219902,0.16003194451332092,0.12752702832221985
34170_0017_A_161	0.029328256845474243,0.027981042861938477,0.04395483061671257,0.07198318094015121,0.18783581256866455,0.16281309723854065
34170_0017_A_162	0.08666183054447174,0.22822639346122742,0.029779646545648575,0.04411835968494415,0.04174315929412842,0.6370689272880554
34170_0017_A_163	0.014555107802152634,0.027445685118436813,0.1896073818206787,0.3746277391910553,0.0682099387049675,0.144688218832016
34170_0017_A_164	0.018434252589941025,0.14117290079593658,0.02208862081170082,0.03012898936867714,0.0529886856675148,0.17093290388584137
34170_0017_A_165	0.010862120427191257,0.031974997371435165,0.20997758209705353,0.2275250256061554,0.06589345633983612,0.13301564753055573
34170_0017_A_166	0.03278437256813049,0.08133669942617416,0.06314514577388763,0.5148704648017883,0.0382860004901886,0.07524169236421585
34170_0017_A_167	0.2835453450679779,0.7640717625617981,0.039882395416498184,0.2329176366329193,0.033552881330251694,0.3012394607067108
34170_0017_A_168	0.03376254439353943,0.10672767460346222,0.04619020223617554,0.1881638467311859,0.12940888106822968,0.28083309531211853
34170_0017_A_169	0.025244124233722687,0.08229918777942657,0.043370142579078674,0.23193888366222382,0.13624705374240875,0.1955409049987793
34170_0017_A_173	0.09889325499534607,0.04271889105439186,0.0328882671892643,0.7044654488563538,0.07781113684177399,0.3973373472690582
34170_0017_A_170	0.07803656905889511,0.1764536201953888,0.022739242762327194,0.06984208524227142,0.0943128913640976,0.5704843401908875
34170_0017_A_172	0.09080527722835541,0.040167227387428284,0.0329977348446846,0.6898942589759827,0.07961951196193695,0.40013396739959717
34170_0017_A_175	0.027281370013952255,0.09273077547550201,0.008278796449303627,0.0210222527384758,0.05665655434131622,0.03938882797956467
34170_0017_A_176	0.029885513707995415,0.09405399858951569,0.010124653577804565,0.02035442367196083,0.0559210330247879,0.04290696606040001
34170_0017_A_178	0.04481727257370949,0.32027846574783325,0.013799408450722694,0.09370245784521103,0.09241662174463272,0.20729751884937286
34170_0017_A_179	0.021293094381690025,0.25734248757362366,0.10918569564819336,0.31894227862358093,0.04525081440806389,0.08908386528491974
34170_0017_A_181	0.03866404667496681,0.06444278359413147,0.0275491364300251,0.35276156663894653,0.04475260525941849,0.09046867489814758
34170_0017_A_182	0.11010730266571045,0.07006878405809402,0.06938207149505615,0.8960810899734497,0.07780934870243073,0.28306758403778076
34170_0017_A_184	0.047043778002262115,0.16932529211044312,0.02218351513147354,0.1593770682811737,0.05495927482843399,0.14216510951519012
34170_0017_A_185	0.009856407530605793,0.12220924347639084,0.031177416443824768,0.20534297823905945,0.14885926246643066,0.05020008236169815
34170_0017_A_187	0.012851516716182232,0.09916774928569794,0.02905898168683052,0.18912121653556824,0.14641347527503967,0.06932748109102249
34170_0017_A_188	0.039929091930389404,0.06037084758281708,0.17393282055854797,0.5254673957824707,0.0859784185886383,0.22481703758239746
34170_0017_A_189	0.05343576520681381,0.05864143371582031,0.03821474686264992,0.14264477789402008,0.12213960289955139,0.1622355729341507
34170_0017_A_191	0.041842296719551086,0.01765332743525505,0.0029177777469158173,0.08571988344192505,0.07919609546661377,0.19980718195438385
34170_0017_A_192	0.042360011488199234,0.01933741755783558,0.003577510127797723,0.10135862231254578,0.07807354629039764,0.29797613620758057
34170_0017_A_193	0.06930817663669586,0.13072872161865234,0.020683130249381065,0.04080742597579956,0.09456346929073334,0.12423720955848694
34170_0017_A_194	0.05843495577573776,0.07156828045845032,0.049089089035987854,0.2908150255680084,0.17569009959697723,0.4375183582305908
34170_0017_A_195	0.17194664478302002,0.41658449172973633,0.012957229278981686,0.09935344755649567,0.07501105964183807,0.3524123430252075
34170_0017_A_196	0.16899238526821136,0.3898429274559021,0.017321612685918808,0.12279711663722992,0.06992510706186295,0.4332740306854248
34170_0017_A_198	0.05004045367240906,0.05153949558734894,0.009624969214200974,0.18454554677009583,0.04914163798093796,0.08301541209220886
34170_0017_A_199	0.055402450263500214,0.0621006153523922,0.00895617250353098,0.16445477306842804,0.04576821252703667,0.0856553465127945
34170_0017_A_200	0.021026115864515305,0.037771862000226974,0.05131953954696655,0.018956974148750305,0.1347476989030838,0.2667121887207031
34170_0019_A_207	0.01651953160762787,0.033695124089717865,0.01860753633081913,0.023464292287826538,0.027701694518327713,0.03291954845190048
34170_0019_A_208	0.016638487577438354,0.08347591757774353,0.006709108129143715,0.007379884831607342,0.04583924263715744,0.028302250429987907
34170_0019_A_209	0.04218439757823944,0.10854797065258026,0.005941994488239288,0.00831836462020874,0.03477749601006508,0.05470319464802742
34170_0019_A_210	0.0029888018034398556,0.01193245779722929,0.029600340873003006,0.0897873193025589,0.03660677373409271,0.03248985484242439
34170_0019_A_217	0.01942918263375759,0.032229166477918625,0.03199390321969986,0.026205677539110184,0.10095629096031189,0.07027732580900192
34170_0019_A_219	0.05903095006942749,0.15581610798835754,0.0035638741683214903,0.04816179722547531,0.1300131231546402,0.06579966843128204
34170_0019_A_225	0.03458705544471741,0.020730137825012207,0.008528996258974075,0.023935966193675995,0.05595292150974274,0.11373041570186615
34170_0019_A_226	0.08897481113672256,0.0871000662446022,0.008520565927028656,0.12645992636680603,0.05367659777402878,0.18304327130317688
34170_0019_A_231	0.041588105261325836,0.06712484359741211,0.013677849434316158,0.1560014933347702,0.028959961608052254,0.0685553252696991
34170_0020_A_238	0.03332305699586868,0.07816146314144135,0.019264647737145424,0.007287037558853626,0.02599327266216278,0.06383286416530609
34170_0020_A_239	0.02612708881497383,0.06828920543193817,0.023755012080073357,0.009007018059492111,0.03529064357280731,0.06644131243228912
34170_0020_A_240	0.010928071103990078,0.049223221838474274,0.110280841588974,0.07569479942321777,0.05628281831741333,0.05166253447532654
34170_0020_A_241	0.016430918127298355,0.043742142617702484,0.026973092928528786,0.0627644807100296,0.02791360765695572,0.12259365618228912
34170_0020_A_242	0.07614464312791824,0.05828063189983368,0.049944743514060974,0.10118673741817474,0.21780738234519958,0.591106653213501
34170_0020_A_243	0.017909256741404533,0.017916059121489525,0.05540599673986435,0.743263840675354,0.18013980984687805,0.19678819179534912
34170_0020_A_246	0.02793579176068306,0.02623642422258854,0.018516870215535164,0.06783193349838257,0.08194021135568619,0.1598503142595291
34170_0020_A_247	0.05402403697371483,0.1574711948633194,0.011442596092820168,0.12264114618301392,0.09771357476711273,0.09045197814702988
34170_0020_A_251	0.020130639895796776,0.011319544166326523,0.00984437670558691,0.016411060467362404,0.07045895606279373,0.03586411476135254
34170_0020_A_252	0.01758827641606331,0.01279655285179615,0.01314425840973854,0.02142961509525776,0.06459306925535202,0.03927980363368988
34170_0021_A_255	0.00820666179060936,0.011758627369999886,0.03444254398345947,0.021685106679797173,0.28677260875701904,0.04720824956893921
34170_0021_A_257	0.011028545908629894,0.02779822051525116,0.035116009414196014,0.05731138586997986,0.11486504971981049,0.10296985507011414
34170_0021_A_259	0.007269460707902908,0.008387967012822628,0.029603276401758194,0.024647269397974014,0.35248488187789917,0.032963596284389496
34170_0021_A_261	0.027923285961151123,0.09440252184867859,0.09931435436010361,0.3107350766658783,0.37467047572135925,0.135212704539299
34170_0021_A_262	0.005255058873444796,0.007016504183411598,0.03772970288991928,0.033250972628593445,0.19023486971855164,0.11082039773464203
34170_0022_A_265	0.023416725918650627,0.02277056686580181,0.004940368235111237,0.023727867752313614,0.025844944640994072,0.07180140167474747
34170_0022_A_266	0.017785880714654922,0.031948670744895935,0.03877497836947441,0.12822189927101135,0.12829290330410004,0.08006814867258072
34170_0022_A_267	0.014517582021653652,0.027691656723618507,0.03808826953172684,0.13323579728603363,0.13684982061386108,0.06827349960803986
34170_0022_A_268	0.01949811540544033,0.03183650225400925,0.020734133198857307,0.044758327305316925,0.09703724086284637,0.029420407488942146
34170_0022_A_269	0.005010261200368404,0.03328008949756622,0.022893913090229034,0.1663661003112793,0.0804765522480011,0.04774264246225357
34170_0022_A_270	0.00844817515462637,0.021077658981084824,0.014719457365572453,0.12497876584529877,0.08926898241043091,0.06329803168773651
34170_0022_A_271	0.09102531522512436,0.1743253618478775,0.016019918024539948,0.09046398848295212,0.06999921798706055,0.16608431935310364
34170_0022_A_272	0.09467891603708267,1.8327391147613525,0.031255338340997696,0.03752243518829346,0.00933869369328022,0.09258002042770386
34170_0022_A_273	0.006347741931676865,0.0073521556332707405,0.01661764085292816,0.02544255554676056,0.10059510916471481,0.025121822953224182
34170_0022_A_276	0.0028948672115802765,0.003838774049654603,0.04821108281612396,0.027889246121048927,0.149216890335083,0.03613097593188286
34170_0022_A_279	0.012893583625555038,0.09720269590616226,0.010264390148222446,0.051462553441524506,0.0756884440779686,0.019331518560647964
34170_0022_A_280	0.022737715393304825,0.04102354869246483,0.011863647028803825,0.10676532983779907,0.04107213765382767,0.0359344556927681
34170_0022_A_281	0.034429606050252914,0.02658037841320038,0.007356444373726845,0.07671451568603516,0.032492149621248245,0.04471539333462715
34170_0022_A_282	0.010578087531030178,0.027574121952056885,0.030627191066741943,0.030209993943572044,0.1984073370695114,0.04795043170452118
34170_0022_A_283	0.009199975989758968,0.02481701225042343,0.028554007411003113,0.03755492717027664,0.20857353508472443,0.04252305626869202
34170_0022_A_284	0.10048330575227737,0.3448745906352997,0.015389669686555862,0.02771100215613842,0.028222646564245224,0.2679641842842102
34170_0022_A_285	0.013692237436771393,0.05403950810432434,0.018845204263925552,0.010942379012703896,0.058930955827236176,0.0259208045899868
34170_0022_A_286	0.10048330575227737,0.3448745906352997,0.015389669686555862,0.02771100215613842,0.028222646564245224,0.2679641842842102
34170_0022_A_287	0.028313923627138138,0.05304178595542908,0.019393427297472954,0.031320106238126755,0.15235725045204163,0.05784175544977188
34170_0022_A_288	0.044405676424503326,0.5085590481758118,0.012120487168431282,0.044279374182224274,0.09390968084335327,0.03265221789479256
34170_0022_A_291	0.02290945127606392,0.005384870804846287,0.014088068157434464,0.01780511997640133,0.121334508061409,0.0766334980726242
34170_0022_A_292	0.02446991577744484,0.0060743894428014755,0.011511340737342834,0.015929965302348137,0.11353403329849243,0.059505194425582886
34170_0022_A_293	0.025156879797577858,0.005860150326043367,0.014057358726859093,0.018173297867178917,0.11580707132816315,0.07344846427440643
34170_0022_A_302	0.04011387750506401,0.05590536445379257,0.02015652507543564,0.016220591962337494,0.11306428909301758,0.09881074726581573
34170_0022_A_295	0.010700097307562828,0.026887431740760803,0.05419041961431503,0.08943396061658859,0.15797770023345947,0.22224771976470947
34170_0022_A_298	0.013450639322400093,0.06407222151756287,0.01705523021519184,0.02663944661617279,0.0915718674659729,0.014064691960811615
34170_0022_A_299	0.018961090594530106,0.069041907787323,0.02408452145755291,0.06425600498914719,0.13910086452960968,0.044956889003515244
34170_0022_A_300	0.02016831748187542,0.06645321846008301,0.014019954018294811,0.006878554355353117,0.08071422576904297,0.022048212587833405
34170_0022_A_301	0.022533278912305832,0.5779358148574829,0.009491082280874252,0.06972841918468475,0.016685009002685547,0.06836102157831192
34170_0022_A_303	0.031022468581795692,0.3805946409702301,0.0087688397616148,0.024634942412376404,0.07117018848657608,0.028617745265364647
34170_0022_A_304	0.021335165947675705,0.3207246661186218,0.03478571027517319,0.11545363068580627,0.3085145652294159,0.06246574968099594
34170_0022_A_305	0.0042432756163179874,0.08772456645965576,0.05385906994342804,0.22639095783233643,0.1725049912929535,0.04397788271307945
34170_0022_A_308	0.007875788025557995,0.04496033117175102,0.04276305064558983,0.042329274117946625,0.12910377979278564,0.023331616073846817
34170_0022_A_309	0.0055250502191483974,0.021098095923662186,0.0595896914601326,0.39948171377182007,0.11752717941999435,0.06512121856212616
34170_0022_A_310	0.014545157551765442,0.14438650012016296,0.012445715256035328,0.39274200797080994,0.061106786131858826,0.032133907079696655
34170_0022_A_311	0.021441832184791565,0.027133207768201828,0.00999807845801115,0.05357162654399872,0.0828324556350708,0.07016288489103317
34170_0022_A_312	0.03178361430764198,0.7040385007858276,0.015839019790291786,0.033105406910181046,0.03293357416987419,0.03574299439787865
34170_0022_A_315	0.020973049104213715,0.06501565873622894,0.03660327196121216,0.12275996804237366,0.07785257697105408,0.06088321655988693
34170_0022_A_316	0.0903695598244667,0.16474686563014984,0.014703646302223206,0.08465057611465454,0.059233155101537704,0.19896340370178223
34170_0022_A_319	0.044405676424503326,0.5085590481758118,0.012120487168431282,0.044279374182224274,0.09390968084335327,0.03265221789479256
34170_0022_A_322	0.026270253583788872,0.05736400932073593,0.02186509035527706,0.04499996453523636,0.05581686645746231,0.10186844319105148
34170_0022_A_323	0.008540566079318523,0.11963633447885513,0.031103193759918213,0.10516005754470825,0.06526847183704376,0.03742387145757675
34170_0022_A_324	0.37019243836402893,1.264209508895874,0.008672969415783882,0.011415721848607063,0.019486714154481888,0.14550839364528656
34170_0022_A_327	0.01213169563561678,0.040203750133514404,0.04297102242708206,0.02217918634414673,0.05920468270778656,0.06959502398967743
34170_0022_A_328	0.047443728893995285,0.20301154255867004,0.011183466762304306,0.022270388901233673,0.04797422140836716,0.10405860096216202
34170_0022_A_329	0.0055250502191483974,0.021098095923662186,0.0595896914601326,0.39948171377182007,0.11752717941999435,0.06512121856212616
34170_0022_A_330	0.013517361134290695,0.06061701476573944,0.0388413742184639,0.02574276179075241,0.06696560233831406,0.0893092006444931
34170_0022_A_331	0.2466076910495758,0.5384621620178223,0.00461654644459486,0.010387915186583996,0.037423957139253616,0.13261748850345612
34170_0022_A_334	0.04579346626996994,0.036353226751089096,0.021559979766607285,0.036177679896354675,0.14806723594665527,0.19160676002502441
