id	emotion
34170_0011_A_81	0.005354007240384817,0.1606878936290741,0.019678181037306786,0.011864508502185345,0.03439498692750931,0.03436996787786484
34170_0012_A_83	0.002220227848738432,0.00495409918949008,0.0019307753536850214,0.004320209380239248,0.011527735739946365,0.02008664608001709
34170_0012_A_84	0.0013380650198087096,0.08094548434019089,0.008495411835610867,0.009056306444108486,0.010643423534929752,0.005919717252254486
34170_0012_A_85	0.004373951815068722,0.03397824615240097,0.022146396338939667,0.00932474248111248,0.004815485328435898,0.010304473340511322
34170_0012_A_86	0.0034904014319181442,0.026058588176965714,0.007866342552006245,0.007608199492096901,0.002347441390156746,0.005951265804469585
34170_0012_A_87	0.003490214003250003,0.035311970859766006,0.011760279536247253,0.009744971059262753,0.004102131351828575,0.009473360143601894
34170_0012_A_88	0.004560834728181362,0.03641846776008606,0.022444162517786026,0.009742122143507004,0.005432996898889542,0.02429703250527382
34170_0012_A_89	0.0035137655213475227,0.038131482899188995,0.011506618931889534,0.011773861013352871,0.004284731112420559,0.011021904647350311
34170_0012_A_90	0.0008137718541547656,0.0955064594745636,0.007848473265767097,0.04225080832839012,0.0330364890396595,0.005488294176757336
34170_0012_A_92	0.006723362021148205,0.07084891200065613,0.010546865873038769,0.021945832297205925,0.15729352831840515,0.026312019675970078
34170_0012_A_94	0.0008267543744295835,0.156767338514328,0.00703947339206934,0.10828468203544617,0.052157510071992874,0.02738521620631218
34170_0012_A_96	0.001817413605749607,0.12369559705257416,0.03309730812907219,0.036103617399930954,0.03718480095267296,0.03511771932244301
34170_0012_A_98	0.003646828467026353,0.15786930918693542,0.01152642723172903,0.018224306404590607,0.008671954274177551,0.023368261754512787
34170_0012_A_99	0.004684982355684042,0.06275726854801178,0.0091389250010252,0.021476151421666145,0.09375427663326263,0.08256861567497253
34170_0012_A_100	0.0021890634670853615,0.016150813549757004,0.16120050847530365,0.11769723892211914,0.2025872766971588,0.05300586670637131
34170_0012_A_101	0.04183570668101311,0.020709719508886337,0.0027425617445260286,0.009012151509523392,0.5063344836235046,0.17730344831943512
34170_0013_A_103	0.0014410133007913828,0.014360946603119373,0.009090585634112358,0.012239115312695503,0.04251014068722725,0.013294869102537632
34170_0013_A_104	0.002126795705407858,0.02393472194671631,0.007413146551698446,0.01626468449831009,0.05380675941705704,0.015045792795717716
34170_0013_A_105	0.003118582535535097,0.02675609290599823,0.022476043552160263,0.023893896490335464,0.042039573192596436,0.01919494941830635
34170_0013_A_106	0.0020602738950401545,0.016945818439126015,0.028671804815530777,0.027671385556459427,0.044454269111156464,0.07132257521152496
34170_0013_A_107	0.008969339542090893,0.030342016369104385,0.07101330161094666,0.03334192931652069,0.05318047106266022,0.5020714998245239
34170_0013_A_108	0.0025448352098464966,0.043745703995227814,0.04284491762518883,0.06809276342391968,0.05771466717123985,0.0856061726808548
34170_0013_A_109	0.0022222930565476418,0.04152778536081314,0.02965230494737625,0.03417326509952545,0.041406258940696716,0.0429893434047699
34170_0013_A_110	0.00450493860989809,0.02131316438317299,0.008924576453864574,0.040893882513046265,0.1531878262758255,0.041125357151031494
34170_0014_A_112	0.023125819861888885,0.14024753868579865,0.01723269745707512,0.03466814011335373,0.3272596001625061,0.04407380148768425
34170_0014_A_113	0.003601199947297573,0.06964766979217529,0.009780587628483772,0.02173231728374958,0.41331934928894043,0.01094177644699812
34170_0015_A_115	0.00576172536239028,0.08329339325428009,0.04529305920004845,0.019657200202345848,0.1112915575504303,0.035620421171188354
34170_0015_A_116	0.10181224346160889,0.2851930856704712,0.031428247690200806,0.02141488902270794,0.03479994460940361,0.4130755662918091
34170_0015_A_117	0.07678895443677902,1.9546140432357788,0.009425142779946327,0.038362275809049606,0.00917647685855627,0.14857661724090576
34170_0015_A_118	0.018045838922262192,0.09385417401790619,0.0028570923022925854,0.05269264429807663,0.024295790120959282,0.1792072057723999
34170_0015_A_119	0.014196913689374924,0.4087156653404236,0.013245530426502228,0.29795384407043457,0.03224179893732071,0.11013507843017578
34170_0015_A_120	0.008390835486352444,0.020058078691363335,0.014023300260305405,0.015723086893558502,0.07964737713336945,0.14220619201660156
34170_0015_A_121	0.05386318266391754,0.7195537090301514,0.034917257726192474,0.014791480265557766,0.03532871603965759,0.19467946887016296
34170_0016_A_123	0.001088505145162344,0.0046489960514009,0.0008889342425391078,0.018646294251084328,0.00938680861145258,0.012800272554159164
34170_0016_A_124	0.10280976444482803,0.4250125586986542,0.04986310005187988,0.02288544364273548,0.01483200304210186,0.1742580533027649
34170_0016_A_125	0.015587657690048218,0.4287187457084656,0.010202109813690186,0.021032091230154037,0.009211822412908077,0.022097185254096985
34170_0016_A_126	0.0009020176366902888,0.010643520392477512,0.0031711359042674303,0.030138205736875534,0.044013917446136475,0.015638092532753944
34170_0016_A_127	0.00149438064545393,0.007239979226142168,0.003153498750180006,0.032098837196826935,0.04363660141825676,0.03107081726193428
34170_0016_A_128	0.024701189249753952,0.3695334196090698,0.16640666127204895,0.024543050676584244,0.025239937007427216,0.05267801135778427
34170_0016_A_129	0.012564701959490776,0.0397508442401886,0.00676143541932106,0.012368040159344673,0.02395268902182579,0.16211968660354614
34170_0016_A_130	0.004970533773303032,0.1475226730108261,0.008034897968173027,0.08737185597419739,0.2355988621711731,0.023696763440966606
34170_0016_A_131	0.02594456449151039,0.1669476330280304,0.07126925885677338,0.13660940527915955,0.019319724291563034,0.1639845222234726
34170_0016_A_132	0.043221957981586456,0.05893104895949364,0.006142796482890844,0.1688583642244339,0.05652870982885361,0.20997083187103271
34170_0016_A_133	0.01100146397948265,0.030760550871491432,0.005604337900876999,0.03535914421081543,0.09769302606582642,0.17031972110271454
34170_0016_A_134	0.01332361064851284,0.02242160402238369,0.003953224513679743,0.030918901786208153,0.06518495827913284,0.141464963555336
34170_0016_A_135	0.023648953065276146,0.052979059517383575,0.009190347045660019,0.027984609827399254,0.05713377892971039,0.10756926238536835
34170_0016_A_136	0.01602746546268463,0.7828121185302734,0.003238947130739689,0.01316266693174839,0.005002147052437067,0.11522834002971649
34170_0017_A_139	0.0034130816347897053,0.027367744594812393,0.0030955513939261436,0.03082219697535038,0.019067009910941124,0.014832742512226105
34170_0017_A_140	0.008564652875065804,0.11443185806274414,0.009176328778266907,0.0026004791725426912,0.03609561175107956,0.018170394003391266
34170_0017_A_141	0.0073443446308374405,0.0448843315243721,0.1188126653432846,0.12321457266807556,0.039160534739494324,0.738105833530426
34170_0017_A_142	0.0017170931678265333,0.014454170130193233,0.006646576337516308,0.05657926946878433,0.04828925058245659,0.08526954054832458
34170_0017_A_143	0.011530369520187378,0.3255349099636078,0.03924613818526268,0.021056173369288445,0.12351959198713303,0.019391469657421112
34170_0017_A_144	0.01713087409734726,0.04259895905852318,0.02605559304356575,0.014446660876274109,0.12065242230892181,0.09618018567562103
34170_0017_A_145	0.048576269298791885,0.08241570740938187,0.03662508726119995,0.024553533643484116,0.029337149113416672,0.03516705334186554
34170_0017_A_146	0.005271729081869125,0.011187165044248104,0.02847561240196228,0.0029216778930276632,0.027915041893720627,0.03722434863448143
34170_0017_A_147	0.5333498120307922,0.09295061230659485,0.08398310095071793,0.008011789992451668,0.08714619278907776,0.13636018335819244
34170_0017_A_148	0.015209442004561424,0.039677925407886505,0.017841331660747528,0.16293670237064362,0.03071330487728119,0.16673465073108673
34170_0017_A_149	0.020619623363018036,0.23873068392276764,0.003287453670054674,0.012835534289479256,0.003325553610920906,0.0062210471369326115
34170_0017_A_150	0.044284529983997345,0.10452784597873688,0.002281947759911418,0.009344305843114853,0.0023057698272168636,0.008599316701292992
34170_0017_A_151	0.043302979320287704,0.04604761302471161,0.04461764171719551,0.17702491581439972,0.15113314986228943,0.8834478855133057
34170_0017_A_152	0.04620828852057457,0.7275962233543396,0.03065180405974388,0.05024094134569168,0.031012309715151787,0.4292050302028656
34170_0017_A_153	0.03224052116274834,0.048337776213884354,0.00499481987208128,0.016595331951975822,0.007645945064723492,0.017513755708932877
34170_0017_A_154	0.0177659522742033,0.03318643942475319,0.005445173941552639,0.010377638041973114,0.005879559554159641,0.01662397012114525
34170_0017_A_155	0.015341762453317642,0.15191394090652466,0.3236004114151001,0.062465596944093704,0.021737607195973396,0.06027745455503464
34170_0017_A_156	0.08807863295078278,0.32158589363098145,0.010207491926848888,0.006245072465389967,0.047634609043598175,0.16806621849536896
34170_0017_A_157	0.1234758272767067,0.0863540843129158,0.011497101746499538,0.054458800703287125,0.011300277896225452,0.17453575134277344
34170_0017_A_158	0.009489228017628193,0.03829023241996765,0.00581314554437995,0.014528436586260796,0.02380594052374363,0.2054940015077591
34170_0017_A_159	0.0003756376972887665,0.007760684937238693,0.007653902284801006,0.006440225522965193,0.02856672741472721,0.007331558503210545
34170_0017_A_160	0.0010175715433433652,0.01200500875711441,0.004977705888450146,0.006566132418811321,0.019569065421819687,0.009376239031553268
34170_0017_A_161	0.0009425469907000661,0.008710306137800217,0.014798521064221859,0.006701122969388962,0.022184040397405624,0.010684738866984844
34170_0017_A_162	0.01648995466530323,0.025653675198554993,0.012083297595381737,0.05323053151369095,0.07049711793661118,0.5035332441329956
34170_0017_A_163	0.006002563051879406,0.08041242510080338,0.11800993978977203,0.2795432209968567,0.021694757044315338,0.20033352077007294
34170_0017_A_164	0.011562783271074295,0.17763598263263702,0.01740628480911255,0.026395674794912338,0.010711390525102615,0.12120281159877777
34170_0017_A_165	0.007438440341502428,0.036539226770401,0.05300509184598923,0.3834308981895447,0.020331619307398796,0.41824871301651
34170_0017_A_166	0.05495264381170273,0.2942066192626953,0.08198711276054382,0.10582845658063889,0.012514304369688034,0.13300633430480957
34170_0017_A_167	0.46329590678215027,1.6069064140319824,0.015129064209759235,0.01451549306511879,0.007290716283023357,0.22288519144058228
34170_0017_A_168	0.017025021836161613,0.006505790166556835,0.01157259289175272,0.01407379936426878,0.049994416534900665,0.18292102217674255
34170_0017_A_169	0.029413338750600815,0.02022760733962059,0.009853996336460114,0.03960961848497391,0.036728858947753906,0.08635933697223663
34170_0017_A_173	0.09323809295892715,0.04503121227025986,0.01575140841305256,0.017317883670330048,0.027396708726882935,0.320669561624527
34170_0017_A_170	0.00896121934056282,0.062224552035331726,0.0334024652838707,0.10616903007030487,0.041029512882232666,0.696496844291687
34170_0017_A_172	0.1693182736635208,0.05269072204828262,0.027677230536937714,0.024542666971683502,0.02048242650926113,0.30954185128211975
34170_0017_A_175	0.003620970994234085,0.022794339805841446,0.009816357865929604,0.020159387961030006,0.011678934097290039,0.009086523205041885
34170_0017_A_176	0.003708541626110673,0.025206711143255234,0.017301619052886963,0.005988955497741699,0.01892099156975746,0.0040595633909106255
34170_0017_A_178	0.16066445410251617,0.19193387031555176,0.027389656752347946,0.09284761548042297,0.10458941012620926,0.1365785449743271
34170_0017_A_179	0.01666506752371788,0.623521089553833,0.15313079953193665,0.03144846856594086,0.03524775058031082,0.017980635166168213
34170_0017_A_181	0.24530288577079773,0.09717097878456116,0.023790113627910614,0.0035759611055254936,0.009259765967726707,0.06962180137634277
34170_0017_A_182	0.37158167362213135,0.5198779106140137,0.13630005717277527,0.31227612495422363,0.2018553614616394,0.22949400544166565
34170_0017_A_184	0.15064477920532227,0.04800660163164139,0.007848315872251987,0.05968226492404938,0.010182339698076248,0.13617484271526337
34170_0017_A_185	0.01042068749666214,0.11189863085746765,0.006136039271950722,0.05888069421052933,0.07619712501764297,0.03503163158893585
34170_0017_A_187	0.024996671825647354,0.09671758115291595,0.0070037152618169785,0.08079049736261368,0.04964219033718109,0.05892045423388481
34170_0017_A_188	0.031000781804323196,0.06916297972202301,0.13688580691814423,0.4472840130329132,0.039865642786026,0.39505353569984436
34170_0017_A_189	0.020572472363710403,0.4709646701812744,0.04176732897758484,0.010481758043169975,0.14140832424163818,0.03921574726700783
34170_0017_A_191	1.0857294797897339,0.08242245018482208,0.0022371825762093067,0.022906459867954254,0.010675766505300999,0.1243177279829979
34170_0017_A_192	0.366203635931015,0.018444985151290894,0.002556657185778022,0.014280609786510468,0.028258129954338074,0.12180919945240021
34170_0017_A_193	0.0874210000038147,0.5554688572883606,0.0755603015422821,0.022748930379748344,0.042039964348077774,0.15544772148132324
34170_0017_A_194	0.010963068343698978,0.05342324823141098,0.036368150264024734,0.22275319695472717,0.03982673957943916,0.06743421405553818
34170_0017_A_195	0.7255004048347473,0.4478708505630493,0.010882833041250706,0.031790003180503845,0.016840381547808647,0.07624495774507523
34170_0017_A_196	1.0103998184204102,0.0858086347579956,0.006540887989103794,0.005366721656173468,0.034130021929740906,0.0489390566945076
34170_0017_A_198	0.06950340420007706,0.03470044210553169,0.004860471468418837,0.012408183887600899,0.017008241266012192,0.051743097603321075
34170_0017_A_199	0.023401906713843346,0.013906932435929775,0.005853170529007912,0.003503851592540741,0.02001160942018032,0.02824307605624199
34170_0017_A_200	0.01655365154147148,0.030651239678263664,0.007285269908607006,0.0264873169362545,0.057342514395713806,0.09299639612436295
34170_0019_A_207	0.0007773375837132335,0.006777900271117687,0.003020391333848238,0.011515974998474121,0.06619935482740402,0.012343896552920341
34170_0019_A_208	0.0036986202467232943,0.011716390028595924,0.007538706064224243,0.013509785756468773,0.08343987166881561,0.0089937848970294
34170_0019_A_209	0.009844362735748291,0.07338393479585648,0.007934174500405788,0.015123839490115643,0.014837183058261871,0.013436369597911835
34170_0019_A_210	0.0008406569249927998,0.006887129507958889,0.010929602198302746,0.01091635413467884,0.0038579516112804413,0.011416097171604633
34170_0019_A_217	0.0012534591369330883,0.024294424802064896,0.0037865731865167618,0.004059358034282923,0.006272897589951754,0.005675602704286575
34170_0019_A_219	0.020325198769569397,0.8696070909500122,0.0069906627759337425,0.006475087255239487,0.026908686384558678,0.03550071641802788
34170_0019_A_225	0.0018423583824187517,0.017263231799006462,0.004088687244802713,0.0177761297672987,0.006512910593301058,0.009067394770681858
34170_0019_A_226	0.0390106737613678,0.17145198583602905,0.001477495301514864,0.0022071916610002518,0.004252671264111996,0.017827413976192474
34170_0019_A_231	0.004711775109171867,0.018437810242176056,0.01035146601498127,0.025413762778043747,0.029548147693276405,0.006148753687739372
34170_0020_A_238	0.012809330597519875,0.047168612480163574,0.0035430185962468386,0.0106570515781641,0.008979515172541142,0.019382067024707794
34170_0020_A_239	0.011105080135166645,0.029874682426452637,0.0038500686641782522,0.008533949963748455,0.008149659261107445,0.023722300305962563
34170_0020_A_240	0.003623517230153084,0.03972741588950157,0.0743953287601471,0.03343677148222923,0.047298822551965714,0.013774901628494263
34170_0020_A_241	0.003558194264769554,0.07220420986413956,0.04775508493185043,0.044810958206653595,0.05107300356030464,0.03196020424365997
34170_0020_A_242	0.0038667619228363037,0.006928837392479181,0.028871873393654823,0.06108756735920906,0.3057912290096283,0.23408648371696472
34170_0020_A_243	0.003042512806132436,0.025499381124973297,0.019904188811779022,0.7409071326255798,0.05676114559173584,0.09959301352500916
34170_0020_A_246	0.1093553751707077,0.18020159006118774,0.00444909930229187,0.005238133482635021,0.020178332924842834,0.027021776884794235
34170_0020_A_247	0.2850390076637268,1.3220428228378296,0.02318434603512287,0.004241257905960083,0.05584391951560974,0.025923600420355797
34170_0020_A_251	0.0055670952424407005,0.008183546364307404,0.012752868235111237,0.0016772045055404305,0.005874091759324074,0.005109619349241257
34170_0020_A_252	0.015578070655465126,0.00966777466237545,0.013425072655081749,0.0019070369889959693,0.008039201609790325,0.017140507698059082
34170_0021_A_255	0.01271611824631691,0.02014244720339775,0.02403770014643669,0.018682319670915604,0.04724768176674843,0.08780618011951447
34170_0021_A_257	0.0015897690318524837,0.00912334956228733,0.010294773615896702,0.009698988869786263,0.05036662146449089,0.010058963671326637
34170_0021_A_259	0.0031549197155982256,0.024927467107772827,0.7222695350646973,0.022633129730820656,0.5079661011695862,0.056805334985256195
34170_0021_A_261	0.20188365876674652,0.44783151149749756,0.021296050399541855,0.009551744908094406,0.03150659799575806,0.12770992517471313
34170_0021_A_262	0.0011320100165903568,0.003312281332910061,0.01959063857793808,0.047340016812086105,0.21663975715637207,0.17985135316848755
34170_0022_A_265	0.010753761045634747,0.053888916969299316,0.007458897307515144,0.00769813172519207,0.006872156634926796,0.009603163227438927
34170_0022_A_266	0.00507750641554594,0.028101779520511627,0.010207779705524445,0.00819566659629345,0.03762328252196312,0.011704965494573116
34170_0022_A_267	0.006324321962893009,0.010663934983313084,0.013290755450725555,0.010862237773835659,0.04184320196509361,0.012546672485768795
34170_0022_A_268	0.0027196556329727173,0.00953356921672821,0.013061430305242538,0.013773847371339798,0.027455061674118042,0.006125078536570072
34170_0022_A_269	0.0018441486172378063,0.016156384721398354,0.010796010494232178,0.03735323250293732,0.05110485106706619,0.04182404652237892
34170_0022_A_270	0.018341490998864174,0.02087876759469509,0.01146604586392641,0.23163169622421265,0.03276653215289116,0.11027520895004272
34170_0022_A_271	0.09289660304784775,0.35512903332710266,0.02282722108066082,0.028274498879909515,0.04793468490242958,0.08558060228824615
34170_0022_A_272	0.02683238312602043,1.2685226202011108,0.0050552585162222385,0.03428642079234123,0.00438300846144557,0.0661848783493042
34170_0022_A_273	0.0015795148210600019,0.014483418315649033,0.013688743114471436,0.09087023138999939,0.0536930114030838,0.014868531376123428
34170_0022_A_276	0.001363553456030786,0.008741786703467369,0.018126174807548523,0.02565556764602661,0.08650638163089752,0.028906797990202904
34170_0022_A_279	0.002124620834365487,0.025145534425973892,0.013866681605577469,0.04492161422967911,0.4734435975551605,0.007696495391428471
34170_0022_A_280	0.0010789964580908418,0.017305228859186172,0.004138986114412546,0.011446982622146606,0.06367898732423782,0.0029004132375121117
34170_0022_A_281	0.00238615064881742,0.011482419446110725,0.0042057703249156475,0.011479752138257027,0.07930397242307663,0.004529933445155621
34170_0022_A_282	0.0020272156689316034,0.00549680832773447,0.018207663670182228,0.0017820404609665275,0.11920525878667831,0.019201545044779778
34170_0022_A_283	0.004163223784416914,0.006286425516009331,0.015468746423721313,0.008503631688654423,0.12555262446403503,0.01078314334154129
34170_0022_A_284	0.0177876316010952,0.10574157536029816,0.00684174383059144,0.010903400368988514,0.04607637971639633,0.23978501558303833
34170_0022_A_285	0.009473967365920544,0.11270904541015625,0.011232857592403889,0.020145710557699203,0.046963565051555634,0.02585630863904953
34170_0022_A_286	0.0177876316010952,0.10574157536029816,0.00684174383059144,0.010903400368988514,0.04607637971639633,0.23978501558303833
34170_0022_A_287	0.0036395550705492496,0.03997822850942612,0.04596062749624252,0.005536812357604504,0.6965354084968567,0.01262793317437172
34170_0022_A_288	0.02490372397005558,0.43180006742477417,0.03871383145451546,0.008751867339015007,0.07362040132284164,0.023438062518835068
34170_0022_A_291	0.0024628194514662027,0.00963117927312851,0.007175646722316742,0.009305445477366447,0.05449898540973663,0.04359929636120796
34170_0022_A_292	0.011963453143835068,0.007927004247903824,0.004892566241323948,0.008930661715567112,0.04721111059188843,0.057639047503471375
34170_0022_A_293	0.004882442764937878,0.005266462452709675,0.01004176028072834,0.007467207498848438,0.09000415354967117,0.030941687524318695
34170_0022_A_302	0.006768681108951569,0.02012886479496956,0.012932687066495419,0.0028989517595618963,0.24044577777385712,0.014358669519424438
34170_0022_A_295	0.0038456302136182785,0.010104282759130001,0.015147341415286064,0.0614287331700325,0.0966896265745163,0.12819907069206238
34170_0022_A_298	0.0037722676061093807,0.019460584968328476,0.023340605199337006,0.02539975568652153,0.4402391016483307,0.006429698318243027
34170_0022_A_299	0.0027950741350650787,0.059703610837459564,0.01269097626209259,0.003766722045838833,0.06353511661291122,0.02009641006588936
34170_0022_A_300	0.015923544764518738,0.04722553491592407,0.01477026380598545,0.002747093793004751,0.2541344463825226,0.02550244703888893
34170_0022_A_301	0.004271362442523241,0.36787694692611694,0.013663515448570251,0.1233680471777916,0.028530310839414597,0.07266165316104889
34170_0022_A_303	0.022274412214756012,0.36102399230003357,0.019379183650016785,0.006905707530677319,0.06759452074766159,0.022881152108311653
34170_0022_A_304	0.0073051853105425835,0.31355947256088257,0.04361497610807419,0.008113211020827293,0.02112387865781784,0.009365489706397057
34170_0022_A_305	0.0014209180371835828,0.015295964665710926,0.019632969051599503,0.037518054246902466,0.051861170679330826,0.024166306480765343
34170_0022_A_308	0.003007358405739069,0.022229643538594246,0.0038806821685284376,0.017385641112923622,0.022032013162970543,0.01061810739338398
34170_0022_A_309	0.0027356117498129606,0.009896405972540379,0.03704497218132019,0.12282171845436096,0.09602649509906769,0.07117736339569092
34170_0022_A_310	0.001066323951818049,0.14748381078243256,0.015811510384082794,0.17834126949310303,0.06915077567100525,0.019411912187933922
34170_0022_A_311	0.025226514786481857,0.1018226221203804,0.03242885693907738,0.08933337032794952,0.017435694113373756,0.2851993441581726
34170_0022_A_312	0.02177472412586212,0.21384966373443604,0.010428416542708874,0.0071233464404940605,0.033022381365299225,0.012984836474061012
34170_0022_A_315	0.002392995171248913,0.019082851707935333,0.005382285453379154,0.015372580848634243,0.023770615458488464,0.06684151291847229
34170_0022_A_316	0.003238168079406023,0.0702332928776741,0.013821510598063469,0.03190535306930542,0.043354332447052,0.03327445313334465
34170_0022_A_319	0.02490372397005558,0.43180006742477417,0.03871383145451546,0.008751867339015007,0.07362040132284164,0.023438062518835068
34170_0022_A_322	0.001257329247891903,0.024724915623664856,0.007177487015724182,0.018350567668676376,0.046183712780475616,0.01251690648496151
34170_0022_A_323	0.0072813937440514565,0.19288736581802368,0.0035489536821842194,0.008607464842498302,0.008892849087715149,0.012695636600255966
34170_0022_A_324	0.059279665350914,1.0302894115447998,0.010507644154131413,0.007726551964879036,0.01877295970916748,0.06087873503565788
34170_0022_A_327	0.0013517988845705986,0.008494401350617409,0.011034667491912842,0.024696413427591324,0.05931834131479263,0.04549580067396164
34170_0022_A_328	0.01942312717437744,0.4002765417098999,0.020395077764987946,0.11732695251703262,0.03418900817632675,0.07002483308315277
34170_0022_A_329	0.0027356117498129606,0.009896405972540379,0.03704497218132019,0.12282171845436096,0.09602649509906769,0.07117736339569092
34170_0022_A_330	0.007874526083469391,0.061685264110565186,0.0036542629823088646,0.030713176354765892,0.018667157739400864,0.0909191220998764
34170_0022_A_331	0.0703929215669632,0.3335093855857849,0.02475890703499317,0.011631973087787628,0.09990376234054565,0.11008189618587494
