id	emotion
34170_0007_A_42	0.0055068195797502995,0.020640138536691666,0.01058304961770773,0.004454773850739002,0.08358804136514664,0.0697714164853096
34170_0007_A_43	0.00237444881349802,0.017158234491944313,0.010430309921503067,0.0072146072052419186,0.02405567839741707,0.00502442941069603
34170_0007_A_44	0.007163178641349077,0.01344938762485981,0.09584496915340424,0.08733908087015152,0.10627879202365875,1.6203486919403076
34170_0007_A_45	0.004070835188031197,0.03824305534362793,0.07742747664451599,0.010263686999678612,0.07211117446422577,0.027072615921497345
34170_0007_A_46	0.09927628934383392,2.1377766132354736,0.049889616668224335,0.013428827747702599,0.00857307855039835,0.08139622956514359
34170_0007_A_47	0.004160001873970032,0.059294238686561584,0.01631496287882328,0.06516928970813751,0.03360208868980408,0.01925721764564514
34170_0008_A_49	0.012313585728406906,0.015129243023693562,0.003897599410265684,0.012840458191931248,0.0366603322327137,0.02682543732225895
34170_0008_A_50	0.0039926934987306595,0.004760458134114742,0.004259774461388588,0.014300482347607613,0.018580660223960876,0.040478963404893875
34170_0008_A_51	0.10345393419265747,0.17901845276355743,0.031745653599500656,0.011067239567637444,0.03814736008644104,0.14735901355743408
34170_0009_A_54	0.006070150528103113,0.011220265179872513,0.0022725143935531378,0.008735263720154762,0.03956945985555649,0.00900053046643734
34170_0009_A_56	0.050940144807100296,0.10044996440410614,0.003582415170967579,0.22466421127319336,0.07156175374984741,0.31000959873199463
34170_0009_A_58	0.009153228253126144,0.03164815157651901,0.0035817567259073257,0.015695516020059586,0.06049115210771561,0.05106620490550995
34170_0009_A_59	0.00529218977317214,0.033230140805244446,0.08386974036693573,0.03137990087270737,0.018791809678077698,0.026961524039506912
34170_0009_A_60	0.012224679812788963,0.022814564406871796,0.020556531846523285,0.005270467139780521,0.031981952488422394,0.02100316807627678
34170_0009_A_61	0.01718800887465477,0.21492508053779602,0.022326722741127014,0.03779121860861778,0.018496103584766388,0.1380142867565155
34170_0009_A_62	0.012779764831066132,0.026192784309387207,0.018860962241888046,0.0029007778503000736,0.03940273076295853,0.052599646151065826
34170_0009_A_63	0.019223399460315704,0.05869726091623306,0.02417227439582348,0.002949755173176527,0.032742422074079514,0.053018033504486084
34170_0009_A_64	0.015129880979657173,0.025480400770902634,0.032180868089199066,0.023134324699640274,0.05083724111318588,0.2163005769252777
34170_0010_A_66	0.005939079914242029,0.025722993537783623,0.0027875108644366264,0.001991315744817257,0.002802262082695961,0.0020566750317811966
34170_0010_A_67	0.0017839234787970781,0.006420392543077469,0.004179961513727903,0.006775066256523132,0.05944451689720154,0.011591478250920773
34170_0011_A_71	0.019774671643972397,0.010190200060606003,0.016431985422968864,0.009073423221707344,0.3548245131969452,0.014356163330376148
34170_0011_A_74	0.0037371255457401276,0.01347750797867775,0.013808338902890682,0.0036824238486588,0.024413952603936195,0.04147246107459068
34170_0011_A_76	0.020190643146634102,0.019189203158020973,0.005376720800995827,0.02712363190948963,0.14900845289230347,0.03241796791553497
34170_0011_A_78	0.1172083169221878,0.035976141691207886,0.006431194953620434,0.016426915302872658,0.030362343415617943,0.08814512193202972
34170_0011_A_80	0.01813434809446335,0.019652191549539566,0.0064469557255506516,0.011734601110219955,0.018227996304631233,0.05339490622282028
34170_0011_A_81	0.01702248863875866,0.2335858941078186,0.04520709812641144,0.010810541920363903,0.02002246305346489,0.036908842623233795
34170_0012_A_83	0.0037240544334053993,0.015517526306211948,0.005539956968277693,0.003534579649567604,0.042678311467170715,0.018868714570999146
34170_0012_A_84	0.0042309844866395,0.059820111840963364,0.006248463876545429,0.003630936611443758,0.018843024969100952,0.012331269681453705
34170_0012_A_85	0.006046636495739222,0.07246772944927216,0.004955139476805925,0.003451970173045993,0.015091870911419392,0.013359280303120613
34170_0012_A_86	0.004093937575817108,0.036574505269527435,0.006107714958488941,0.004449006170034409,0.02815476432442665,0.01675546169281006
34170_0012_A_87	0.0038525094278156757,0.039367109537124634,0.0067565892823040485,0.004406486172229052,0.02373587340116501,0.015132193453609943
34170_0012_A_88	0.005764682777225971,0.03967906907200813,0.005655487067997456,0.0022059972397983074,0.019589906558394432,0.015088284388184547
34170_0012_A_89	0.004166851751506329,0.04312039166688919,0.005460671149194241,0.004801969043910503,0.023881252855062485,0.01578073762357235
34170_0012_A_90	0.005170883145183325,0.07253360748291016,0.005250485613942146,0.07722264528274536,0.016500161960721016,0.005292273126542568
34170_0012_A_92	0.017540667206048965,0.05052851140499115,0.016108151525259018,0.1297924965620041,0.09164930135011673,0.016480963677167892
34170_0012_A_94	0.010824743658304214,0.10747810453176498,0.019604936242103577,0.20755329728126526,0.028913065791130066,0.04352830722928047
34170_0012_A_96	0.010915332473814487,0.18858012557029724,0.021506715565919876,0.029141608625650406,0.022768855094909668,0.048248033970594406
34170_0012_A_98	0.0032906667329370975,0.07282225787639618,0.018750913441181183,0.02396273799240589,0.02406754344701767,0.008930203504860401
34170_0012_A_99	0.013180450536310673,0.06648172438144684,0.00750738475471735,0.008492983877658844,0.10290718078613281,0.029885558411478996
34170_0012_A_100	0.004744357895106077,0.013715693727135658,0.0647507905960083,0.04857292026281357,0.37791985273361206,0.0075635602697730064
34170_0012_A_101	0.16480949521064758,0.03204386681318283,0.002300138585269451,0.018275147303938866,0.2580154240131378,0.17668144404888153
34170_0013_A_103	0.0043135760352015495,0.008161992765963078,0.008290186524391174,0.007491433992981911,0.02763953246176243,0.011781206354498863
34170_0013_A_104	0.004532563500106335,0.008274476043879986,0.005562203470617533,0.008447215892374516,0.027019988745450974,0.013380073010921478
34170_0013_A_105	0.004217979963868856,0.009709684178233147,0.00803091749548912,0.00847669318318367,0.025336232036352158,0.011713446117937565
34170_0013_A_106	0.007659710943698883,0.01592887006700039,0.11767031252384186,0.009909462183713913,0.1831779032945633,0.020406389608979225
34170_0013_A_107	0.013972444459795952,0.02836938574910164,0.037425633519887924,0.0461980476975441,0.1476719081401825,0.15024328231811523
34170_0013_A_108	0.0036816135980188847,0.0855647474527359,0.11964079737663269,0.08235782384872437,0.07311628013849258,0.05766647681593895
34170_0013_A_109	0.004502968396991491,0.025753803551197052,0.02238643355667591,0.01847820356488228,0.02006872184574604,0.08264730125665665
34170_0013_A_110	0.008961698040366173,0.010889246128499508,0.010084868408739567,0.04287251457571983,0.25407758355140686,0.040163204073905945
34170_0014_A_112	0.03390011191368103,0.0151649946346879,0.011051308363676071,0.017504997551441193,0.4559437036514282,0.023876622319221497
34170_0014_A_113	0.02981960028409958,0.04269859194755554,0.008451558649539948,0.02256755717098713,0.2916710674762726,0.028455112129449844
34170_0015_A_115	0.009568726643919945,0.07783594727516174,0.05427435413002968,0.027972210198640823,0.03657342493534088,0.07361797988414764
34170_0015_A_116	0.011471581645309925,0.05539357289671898,0.13420787453651428,0.08870482444763184,0.07710646837949753,0.19014883041381836
34170_0015_A_117	0.089482881128788,2.1948764324188232,0.013526449911296368,0.026750758290290833,0.015536278486251831,0.18906036019325256
34170_0015_A_118	0.10769089311361313,0.1058342233300209,0.005776368081569672,0.0323854461312294,0.024767853319644928,0.20203417539596558
34170_0015_A_119	0.053991448134183884,0.4945332705974579,0.006637414917349815,0.016225501894950867,0.025270625948905945,0.2550429701805115
34170_0015_A_120	0.0038610780611634254,0.01800055429339409,0.030095286667346954,0.015820076689124107,0.05657825618982315,0.09827544540166855
34170_0015_A_121	0.016274986788630486,0.2369040548801422,0.031212715432047844,0.008809403516352177,0.03051055781543255,0.10748972743749619
34170_0016_A_123	0.0029737469740211964,0.008413359522819519,0.0029465360566973686,0.011709531769156456,0.06261979043483734,0.01805424690246582
34170_0016_A_124	0.014626113697886467,0.17114663124084473,0.15988130867481232,0.01620265655219555,0.021808702498674393,0.07871918380260468
34170_0016_A_125	0.015926379710435867,0.14414282143115997,0.022883340716362,0.041158247739076614,0.038097698241472244,0.035541873425245285
34170_0016_A_126	0.003053050022572279,0.017299167811870575,0.014583575539290905,0.0366830974817276,0.08326887339353561,0.06638149917125702
34170_0016_A_127	0.003223924897611141,0.013654950074851513,0.015373265370726585,0.03550208732485771,0.1076289564371109,0.083123117685318
34170_0016_A_128	0.05898690223693848,0.37721437215805054,0.259936660528183,0.02033066749572754,0.04132317751646042,0.056488171219825745
34170_0016_A_129	0.030571792274713516,0.11444205045700073,0.008955875411629677,0.004332331474870443,0.015360433608293533,0.31737497448921204
34170_0016_A_130	0.08699123561382294,0.13873974978923798,0.0038793496787548065,0.08168195188045502,0.10827476531267166,0.11724327504634857
34170_0016_A_131	0.012435022741556168,0.09279119223356247,0.030310653150081635,0.11933047324419022,0.034898292273283005,0.2791655659675598
34170_0016_A_132	0.2896009385585785,0.07106149941682816,0.003182533662766218,0.04242834821343422,0.025766344740986824,0.3386742174625397
34170_0016_A_133	0.012647652067244053,0.03393681347370148,0.007678126450628042,0.011607885360717773,0.06876226514577866,0.11204277724027634
34170_0016_A_134	0.01654130034148693,0.03624919056892395,0.007726529613137245,0.010543839074671268,0.07671405375003815,0.09010111540555954
34170_0016_A_135	0.041838474571704865,0.10138256847858429,0.014242180623114109,0.04817510396242142,0.07699619233608246,0.14544695615768433
34170_0016_A_136	0.0806499719619751,1.0993690490722656,0.01041250117123127,0.005697388667613268,0.009626639075577259,0.19776538014411926
34170_0017_A_139	0.008678529411554337,0.015430474653840065,0.005190853960812092,0.014648166485130787,0.03123331256210804,0.0284575168043375
34170_0017_A_140	0.03118031471967697,0.12030822038650513,0.012105725705623627,0.005209175869822502,0.01052106823772192,0.03536400943994522
34170_0017_A_141	0.0153794651851058,0.03689263015985489,0.04622213542461395,0.06313763558864594,0.08831511437892914,1.723517894744873
34170_0017_A_142	0.0061265830881893635,0.01784546673297882,0.023340925574302673,0.02059563435614109,0.03475155681371689,0.05763649940490723
34170_0017_A_143	0.008042141795158386,0.10429941117763519,0.025133740156888962,0.01492750458419323,0.025837518274784088,0.026316557079553604
34170_0017_A_144	0.01731485314667225,0.0844913125038147,0.0291464664041996,0.03042430244386196,0.024278156459331512,0.17073115706443787
34170_0017_A_145	0.012185283936560154,0.017827406525611877,0.011496790684759617,0.01480147149413824,0.039236534386873245,0.07463452965021133
34170_0017_A_146	0.009981395676732063,0.019032727926969528,0.010176165029406548,0.010892294347286224,0.040701474994421005,0.0743950605392456
34170_0017_A_147	0.04224393516778946,0.0841408371925354,0.030784226953983307,0.012295851483941078,0.023931734263896942,0.15281733870506287
34170_0017_A_148	0.01618243381381035,0.03437204286456108,0.00512191466987133,0.06340216100215912,0.019321393221616745,0.1689017117023468
34170_0017_A_149	0.08750484883785248,0.1639198362827301,0.009598243981599808,0.009044555947184563,0.013013608753681183,0.04009005054831505
34170_0017_A_150	0.051576923578977585,0.10290475189685822,0.008996551856398582,0.006134462542831898,0.01669151522219181,0.03937937691807747
34170_0017_A_151	0.013575034216046333,0.037877701222896576,0.07447879761457443,0.06201091408729553,0.1411132514476776,0.4563347101211548
34170_0017_A_152	0.09815949201583862,0.5467901825904846,0.027865644544363022,0.16098882257938385,0.02296316623687744,0.13997437059879303
34170_0017_A_153	0.09080269932746887,0.060885950922966,0.001953498460352421,0.02215760573744774,0.014546165242791176,0.055602289736270905
34170_0017_A_154	0.052337609231472015,0.04414986073970795,0.001290310057811439,0.01264472957700491,0.018808182328939438,0.06677087396383286
34170_0017_A_155	0.012985224835574627,0.05283452197909355,0.18235042691230774,0.028170358389616013,0.02688346803188324,0.04782018065452576
34170_0017_A_156	0.20397332310676575,0.8067013621330261,0.010434423573315144,0.008576801046729088,0.017504854127764702,0.3199635446071625
34170_0017_A_157	0.18948720395565033,0.1641242504119873,0.006241135764867067,0.15538883209228516,0.04050328582525253,0.08228294551372528
34170_0017_A_158	0.007711709477007389,0.018016628921031952,0.007581897079944611,0.06665486842393875,0.01395981665700674,0.5156242251396179
34170_0017_A_159	0.0026611241046339273,0.013222837820649147,0.01807253435254097,0.012668629176914692,0.02927590347826481,0.03802306950092316
34170_0017_A_160	0.002491739811375737,0.014371657744050026,0.011465225368738174,0.009453922510147095,0.028524015098810196,0.03331829234957695
34170_0017_A_161	0.0027013153303414583,0.012323519214987755,0.015007559210062027,0.009435327723622322,0.02423594892024994,0.03172101452946663
34170_0017_A_162	0.03345561772584915,0.0691981241106987,0.0039585004560649395,0.02079833671450615,0.022174233570694923,0.16440163552761078
34170_0017_A_163	0.008281123824417591,0.017631927505135536,0.3342325687408447,0.21828946471214294,0.08333968371152878,0.1138402596116066
34170_0017_A_164	0.013155082240700722,0.04880902171134949,0.005864365957677364,0.020459342747926712,0.030384838581085205,0.04138358309864998
34170_0017_A_165	0.023621637374162674,0.036077212542295456,0.09234191477298737,0.27114397287368774,0.039021287113428116,0.41364073753356934
34170_0017_A_166	0.012080840766429901,0.1798652559518814,0.08142760396003723,0.17338469624519348,0.019434107467532158,0.08031931519508362
34170_0017_A_167	0.5378230214118958,1.5430893898010254,0.01465204544365406,0.01768624782562256,0.014476876705884933,0.27076175808906555
34170_0017_A_168	0.05799010396003723,0.012060622684657574,0.00790172815322876,0.12513506412506104,0.1570987105369568,0.3241625726222992
34170_0017_A_169	0.06444834172725677,0.012021644040942192,0.009851832874119282,0.26745036244392395,0.20546367764472961,0.2875729203224182
34170_0017_A_173	0.029371201992034912,0.04637589305639267,0.06856434792280197,0.02804229035973549,0.04096844047307968,0.1595529168844223
34170_0017_A_170	0.02382822521030903,0.05058591812849045,0.01709437184035778,0.030211418867111206,0.0223380234092474,0.9920210838317871
34170_0017_A_172	0.02634248323738575,0.045057088136672974,0.06397569179534912,0.0374116413295269,0.03964245319366455,0.1540871262550354
34170_0017_A_175	0.0046875812113285065,0.03533482924103737,0.013504892587661743,0.018742207437753677,0.028638705611228943,0.01602979004383087
34170_0017_A_176	0.005928712897002697,0.042094334959983826,0.017705263569951057,0.007736138068139553,0.014995081350207329,0.011798928491771221
34170_0017_A_178	0.034444622695446014,0.22045084834098816,0.01070205494761467,0.005777228157967329,0.015410615131258965,0.1091213971376419
34170_0017_A_179	0.006614032667130232,0.4674152731895447,0.15491358935832977,0.05639347806572914,0.019163282588124275,0.028311211615800858
34170_0017_A_181	0.01780514605343342,0.13623464107513428,0.0388156957924366,0.00814107246696949,0.013314878568053246,0.030770787969231606
34170_0017_A_182	0.17504465579986572,0.24122388660907745,0.07546091824769974,0.12476153671741486,0.09699152410030365,0.20203109085559845
34170_0017_A_184	0.047132380306720734,0.1064935028553009,0.011086962185800076,0.040231771767139435,0.028309324756264687,0.09849783778190613
34170_0017_A_185	0.012141004204750061,0.06878061592578888,0.007074784487485886,0.021395744755864143,0.04163851588964462,0.04697343707084656
34170_0017_A_187	0.01915353536605835,0.05010581761598587,0.007072156760841608,0.02715085633099079,0.026293110102415085,0.03734215348958969
34170_0017_A_188	0.015128985047340393,0.027463557198643684,0.07954208552837372,0.8750460147857666,0.039447445422410965,0.2842661738395691
34170_0017_A_189	0.014386532828211784,0.09127191454172134,0.05797313153743744,0.05556779354810715,0.2530198097229004,0.08873075246810913
34170_0017_A_191	0.17287515103816986,0.022160079330205917,0.008304765447974205,0.0746740996837616,0.06084303930401802,0.23430977761745453
34170_0017_A_192	0.17235055565834045,0.013758186250925064,0.0064524575136601925,0.041917890310287476,0.057545095682144165,0.29277294874191284
34170_0017_A_193	0.01863928884267807,0.4260953664779663,0.03119373880326748,0.010607179254293442,0.055451445281505585,0.10044503957033157
34170_0017_A_194	0.05838687717914581,0.11758216470479965,0.014927767217159271,0.04148236662149429,0.04136918485164642,0.20152819156646729
34170_0017_A_195	0.658150315284729,0.23858913779258728,0.004080253187566996,0.013584457337856293,0.027688348665833473,0.16538745164871216
34170_0017_A_196	0.45586851239204407,0.1890861690044403,0.004835973493754864,0.010110743343830109,0.01744670607149601,0.1786022186279297
34170_0017_A_198	0.12934550642967224,0.1006997674703598,0.008320700377225876,0.035344820469617844,0.018257953226566315,0.04983009397983551
34170_0017_A_199	0.10011240094900131,0.058685190975666046,0.0031886217184364796,0.021584469825029373,0.012134449556469917,0.04708510637283325
34170_0017_A_200	0.014467276632785797,0.04504898190498352,0.010660986416041851,0.012986630201339722,0.03617184981703758,0.048720840364694595
34170_0019_A_207	0.002467370592057705,0.004004489630460739,0.006333275232464075,0.02587626501917839,0.10137106478214264,0.012206360697746277
34170_0019_A_208	0.028125938028097153,0.021558990702033043,0.009375709109008312,0.05283123254776001,0.12593956291675568,0.021062325686216354
34170_0019_A_209	0.03002803958952427,0.18277545273303986,0.011799348518252373,0.022223448380827904,0.024806302040815353,0.04348050430417061
34170_0019_A_210	0.003690000856295228,0.007836835458874702,0.010237937793135643,0.011129776947200298,0.006839084438979626,0.017714915797114372
34170_0019_A_217	0.004706133157014847,0.027155395597219467,0.006118238903582096,0.003962744493037462,0.00953209213912487,0.005295624025166035
34170_0019_A_219	0.023464370518922806,0.4316628575325012,0.004217779263854027,0.022118864580988884,0.0328819565474987,0.10052454471588135
34170_0019_A_225	0.0033636961597949266,0.02015512064099312,0.004848592448979616,0.009166109375655651,0.008437381125986576,0.04758429527282715
34170_0019_A_226	0.03883609175682068,0.07469651103019714,0.0012253180611878633,0.007484071888029575,0.012383443303406239,0.06230808049440384
34170_0019_A_231	0.018183516338467598,0.011286319233477116,0.010874703526496887,0.04200955480337143,0.062456466257572174,0.04068518429994583
34170_0020_A_238	0.00978761911392212,0.037364616990089417,0.001849616877734661,0.008455912582576275,0.014648283831775188,0.022547371685504913
34170_0020_A_239	0.011590927839279175,0.04677829518914223,0.0016843501944094896,0.004726712126284838,0.015083102509379387,0.028993993997573853
34170_0020_A_240	0.006360610015690327,0.03654006868600845,0.0835379958152771,0.04612092301249504,0.018543558195233345,0.02396324649453163
34170_0020_A_241	0.016201917082071304,0.04018782824277878,0.016405310481786728,0.01909945160150528,0.0392131470143795,0.03665159270167351
34170_0020_A_242	0.00534426374360919,0.006150088272988796,0.009810928255319595,0.0560220330953598,0.17013056576251984,0.1283690333366394
34170_0020_A_243	0.013705308549106121,0.02889387309551239,0.01580853946506977,1.2426056861877441,0.11325658857822418,0.09981991350650787
34170_0020_A_246	0.022509926930069923,0.030003240332007408,0.003057717578485608,0.0025058200117200613,0.009398129768669605,0.019502505660057068
34170_0020_A_247	0.1630251705646515,0.40497851371765137,0.021694153547286987,0.006689524278044701,0.025697823613882065,0.05680739879608154
34170_0020_A_251	0.002834147773683071,0.0067403847351670265,0.007905488833785057,0.010174372233450413,0.01666601374745369,0.009237050078809261
34170_0020_A_252	0.0032362020574510098,0.006013985723257065,0.00640662107616663,0.005528877954930067,0.01910979673266411,0.00984420720487833
34170_0021_A_255	0.004306953400373459,0.008854149840772152,0.1516769379377365,0.04017385467886925,0.2580621838569641,0.11127406358718872
34170_0021_A_257	0.002545795403420925,0.008458980359137058,0.00566925760358572,0.014223329722881317,0.07780393958091736,0.02495770901441574
34170_0021_A_259	0.0016654363134875894,0.005680836737155914,0.2114071100950241,0.017106225714087486,0.33356747031211853,0.10857194662094116
34170_0021_A_261	0.08368496596813202,0.2547617554664612,0.020568031817674637,0.0377313531935215,0.04252111166715622,0.07774543017148972
34170_0021_A_262	0.0025684982538223267,0.007207218557596207,0.05189598351716995,0.029009224846959114,0.07198731601238251,0.1002645492553711
34170_0022_A_265	0.003815868403762579,0.02396462857723236,0.020301761105656624,0.005619241390377283,0.020478108897805214,0.0176174808293581
34170_0022_A_266	0.003661553841084242,0.025546202436089516,0.009112314321100712,0.006690612994134426,0.020999085158109665,0.029726525768637657
34170_0022_A_267	0.0030754953622817993,0.01707184687256813,0.008770428597927094,0.007506554014980793,0.034401752054691315,0.026872634887695312
34170_0022_A_268	0.0024437252432107925,0.008807685226202011,0.010213407687842846,0.006341996602714062,0.010510241612792015,0.004726302344352007
34170_0022_A_269	0.004967555403709412,0.038351207971572876,0.014795135706663132,0.024541402235627174,0.028485935181379318,0.032530415803194046
34170_0022_A_270	0.009888272732496262,0.0286895502358675,0.020058704540133476,0.04564428701996803,0.05502805486321449,0.061842650175094604
34170_0022_A_271	0.12394317984580994,0.5566748976707458,0.009267203509807587,0.012528087012469769,0.020242299884557724,0.11327360570430756
34170_0022_A_272	0.025754764676094055,1.2900011539459229,0.01485317200422287,0.030920276418328285,0.008328612893819809,0.06863092631101608
34170_0022_A_273	0.0030361339449882507,0.01441490650177002,0.011821506544947624,0.03850378468632698,0.04980764538049698,0.021059222519397736
34170_0022_A_276	0.002315801102668047,0.005705760791897774,0.026993878185749054,0.02383744716644287,0.06953398883342743,0.032090235501527786
34170_0022_A_279	0.007501271087676287,0.0145514952018857,0.019093895331025124,0.05364309996366501,0.7170090675354004,0.05266111344099045
34170_0022_A_280	0.002261125948280096,0.036555685102939606,0.00649702362716198,0.024095527827739716,0.06014023348689079,0.009760326705873013
34170_0022_A_281	0.0028861192986369133,0.027520839124917984,0.005178280174732208,0.019980713725090027,0.09074296057224274,0.011836731806397438
34170_0022_A_282	0.0033214902505278587,0.005744814872741699,0.004043386317789555,0.012976380065083504,0.13456425070762634,0.02766449935734272
34170_0022_A_283	0.004078495316207409,0.004725289531052113,0.006260475609451532,0.029676012694835663,0.19591963291168213,0.02048831433057785
34170_0022_A_284	0.12089093029499054,0.3870272934436798,0.003616584464907646,0.007604103069752455,0.006331813987344503,0.38422369956970215
34170_0022_A_285	0.005290348548442125,0.014236693270504475,0.00908030103892088,0.007584180682897568,0.08494037389755249,0.021025776863098145
34170_0022_A_286	0.12089093029499054,0.3870272934436798,0.003616584464907646,0.007604103069752455,0.006331813987344503,0.38422369956970215
34170_0022_A_287	0.006080524064600468,0.043503254652023315,0.01085246354341507,0.03339496999979019,0.19686506688594818,0.0379965640604496
34170_0022_A_288	0.031745314598083496,0.41595011949539185,0.031884752213954926,0.010855489410459995,0.0484655499458313,0.05765806883573532
34170_0022_A_291	0.009197602048516273,0.0068847062066197395,0.009768820367753506,0.025786012411117554,0.09290812909603119,0.0841321274638176
34170_0022_A_292	0.012058371677994728,0.007946198806166649,0.009116340428590775,0.024582263082265854,0.08358906954526901,0.10211226344108582
34170_0022_A_293	0.010006386786699295,0.007079864852130413,0.008576308377087116,0.02187727391719818,0.08110736310482025,0.09735304117202759
34170_0022_A_302	0.006667060777544975,0.018917091190814972,0.007297995500266552,0.008550293743610382,0.32871174812316895,0.0496051162481308
34170_0022_A_295	0.007736830040812492,0.009967715479433537,0.019185122102499008,0.04172618314623833,0.04847576469182968,0.13193362951278687
34170_0022_A_298	0.005924285389482975,0.014560205861926079,0.018133394420146942,0.02607778273522854,0.6528766751289368,0.02626512385904789
34170_0022_A_299	0.0028093887958675623,0.025514807552099228,0.028978224843740463,0.033260591328144073,0.21552622318267822,0.036273516714572906
34170_0022_A_300	0.01039249636232853,0.02218443714082241,0.0031416944693773985,0.003850079607218504,0.12874038517475128,0.025826625525951385
34170_0022_A_301	0.04881415516138077,0.44883692264556885,0.006750359199941158,0.026452375575900078,0.017895052209496498,0.14735698699951172
34170_0022_A_303	0.0387725904583931,0.4880068302154541,0.021832479164004326,0.007680303417146206,0.0448063500225544,0.061160922050476074
34170_0022_A_304	0.0020349640399217606,0.07231662422418594,0.020031219348311424,0.011779538355767727,0.049918849021196365,0.008108546957373619
34170_0022_A_305	0.003380824578925967,0.07521854341030121,0.02000771276652813,0.03945823013782501,0.04463864862918854,0.027264051139354706
34170_0022_A_308	0.002264772541821003,0.03052356466650963,0.012135501950979233,0.01446901448071003,0.04979618266224861,0.019296208396553993
34170_0022_A_309	0.010176045820116997,0.044475801289081573,0.045438237488269806,0.15304547548294067,0.086943618953228,0.11246924102306366
34170_0022_A_310	0.005861115641891956,0.06737750768661499,0.00909087061882019,0.13325077295303345,0.09049060195684433,0.0542115718126297
34170_0022_A_311	0.022340191528201103,0.06347952038049698,0.020114149898290634,0.051306065171957016,0.01885577104985714,0.3953496515750885
34170_0022_A_312	0.058812886476516724,0.3266955614089966,0.028049910441040993,0.016209250316023827,0.02363312803208828,0.05193953216075897
34170_0022_A_315	0.003927364945411682,0.07059912383556366,0.007322587072849274,0.023176493123173714,0.020198553800582886,0.0715593546628952
34170_0022_A_316	0.019266583025455475,0.15925532579421997,0.003000614233314991,0.010463042184710503,0.013475736603140831,0.066269651055336
34170_0022_A_319	0.031745314598083496,0.41595011949539185,0.031884752213954926,0.010855489410459995,0.0484655499458313,0.05765806883573532
34170_0022_A_322	0.0034275660291314125,0.021397102624177933,0.0027138188015669584,0.004625091329216957,0.02195419743657112,0.008266367018222809
34170_0022_A_323	0.05383995175361633,0.24603885412216187,0.005259307567030191,0.01351071521639824,0.02295323833823204,0.06519259512424469
34170_0022_A_324	0.23940959572792053,1.2373619079589844,0.011976306326687336,0.006911060772836208,0.010970503091812134,0.06900946795940399
34170_0022_A_327	0.008432202972471714,0.033533841371536255,0.011797919869422913,0.02819902077317238,0.034881073981523514,0.09285655617713928
34170_0022_A_328	0.05355878546833992,0.5152633786201477,0.012798509560525417,0.0339917354285717,0.020365994423627853,0.06564510613679886
34170_0022_A_329	0.010176045820116997,0.044475801289081573,0.045438237488269806,0.15304547548294067,0.086943618953228,0.11246924102306366
34170_0022_A_330	0.05370088666677475,0.031212598085403442,0.011314302682876587,0.02056192420423031,0.01694195345044136,0.06965934485197067
34170_0022_A_331	0.05342397838830948,0.36982476711273193,0.017678802832961082,0.014616706408560276,0.03502686321735382,0.23973026871681213
