id	emotion
34170_0009_A_58	0.019136616960167885,0.010159360244870186,0.0058243172243237495,0.006496463902294636,0.0897185355424881,0.04236433655023575
34170_0009_A_59	0.004710332956165075,0.01719665713608265,0.033105455338954926,0.011496445164084435,0.016785288229584694,0.022092655301094055
34170_0009_A_60	0.008869625627994537,0.056014977395534515,0.013343440368771553,0.01139200571924448,0.028501057997345924,0.018455449491739273
34170_0009_A_61	0.014462786726653576,0.1161477193236351,0.02949083223938942,0.04108564555644989,0.04652896523475647,0.3320233225822449
34170_0009_A_62	0.00789681263267994,0.03725126385688782,0.00788651779294014,0.0031930929981172085,0.03989069163799286,0.018074676394462585
34170_0009_A_63	0.012360161170363426,0.05720134079456329,0.007501428015530109,0.006163163110613823,0.04014451801776886,0.012481444515287876
34170_0009_A_64	0.011411861516535282,0.015320481732487679,0.03715842589735985,0.03187219426035881,0.05853130668401718,0.598320722579956
34170_0010_A_66	0.007294015027582645,0.027346208691596985,0.005080049857497215,0.014531821012496948,0.01154707558453083,0.00442017475143075
34170_0010_A_67	0.0021251800935715437,0.01573403924703598,0.007219107821583748,0.005507475230842829,0.029516607522964478,0.005880336742848158
34170_0011_A_71	0.010388088412582874,0.013553567230701447,0.00941766332834959,0.008655986748635769,0.11245600879192352,0.013806464150547981
34170_0011_A_74	0.001995061058551073,0.012987018562853336,0.010860344395041466,0.009030099026858807,0.06171359494328499,0.01694364659488201
34170_0011_A_76	0.018143512308597565,0.013195233419537544,0.011917811818420887,0.12370569258928299,0.3673861026763916,0.044712476432323456
34170_0011_A_78	0.011797532439231873,0.03606438636779785,0.0074681490659713745,0.019358087331056595,0.02263171784579754,0.028409987688064575
34170_0011_A_80	0.021177293732762337,0.04256761074066162,0.01696578785777092,0.014023513533174992,0.03884907066822052,0.1063581258058548
34170_0011_A_81	0.00770804937928915,0.18784461915493011,0.04752841591835022,0.07654529809951782,0.05034784972667694,0.02680995874106884
34170_0012_A_83	0.0027367013972252607,0.004581318236887455,0.002166645834222436,0.010425705462694168,0.053199879825115204,0.011051969602704048
34170_0012_A_84	0.003516211174428463,0.027452699840068817,0.00441421614959836,0.018782444298267365,0.015621908009052277,0.005443655885756016
34170_0012_A_85	0.00326668843626976,0.01862066052854061,0.00477005448192358,0.016415365040302277,0.026156213134527206,0.009602624922990799
34170_0012_A_86	0.005147349089384079,0.014567835256457329,0.0033783535473048687,0.01345803588628769,0.010662486776709557,0.00628660200163722
34170_0012_A_87	0.003935623914003372,0.01573772542178631,0.0036208864767104387,0.013568107970058918,0.011571013368666172,0.007826350629329681
34170_0012_A_88	0.00329522299580276,0.0180793646723032,0.004254340194165707,0.012500560842454433,0.016746103763580322,0.008790341205894947
34170_0012_A_89	0.004425026010721922,0.01690894365310669,0.003633033251389861,0.013824483379721642,0.012921124696731567,0.007120723836123943
34170_0012_A_90	0.003375217318534851,0.08719564974308014,0.012514982372522354,0.09403500705957413,0.015313420444726944,0.01532839797437191
34170_0012_A_92	0.0066554490476846695,0.030726555734872818,0.013032391667366028,0.03762008994817734,0.02949574962258339,0.02415641024708748
34170_0012_A_94	0.0021523390896618366,0.06596420705318451,0.017425958067178726,0.08089431375265121,0.03513875603675842,0.033513449132442474
34170_0012_A_96	0.0036639487370848656,0.12684349715709686,0.026632599532604218,0.062444865703582764,0.03173892945051193,0.028025010600686073
34170_0012_A_98	0.003645498538389802,0.0649372786283493,0.028019066900014877,0.04565489664673805,0.025435928255319595,0.012633506208658218
34170_0012_A_99	0.006817086599767208,0.03769655153155327,0.013758793473243713,0.02164601907134056,0.19090698659420013,0.056769099086523056
34170_0012_A_100	0.0056785233318805695,0.047878917306661606,0.07183590531349182,0.06393571197986603,0.44326838850975037,0.042564328759908676
34170_0012_A_101	0.1711747944355011,0.008520472794771194,0.0052492860704660416,0.008102422580122948,0.2199433445930481,1.0452790260314941
34170_0013_A_103	0.0025543291121721268,0.010230453684926033,0.01605629175901413,0.013102052733302116,0.09597708284854889,0.02087106741964817
34170_0013_A_104	0.0034865355119109154,0.014158803038299084,0.010072587057948112,0.017002951353788376,0.1072857454419136,0.020504366606473923
34170_0013_A_105	0.003238378092646599,0.013859165832400322,0.017251785844564438,0.013942038640379906,0.11417566984891891,0.020459506660699844
34170_0013_A_106	0.00407460518181324,0.011585289612412453,0.04356773942708969,0.020757533609867096,0.22211655974388123,0.04066603258252144
34170_0013_A_107	0.014552799984812737,0.04710880666971207,0.0166246946901083,0.027360348030924797,0.23125243186950684,0.08329436182975769
34170_0013_A_108	0.0033496059477329254,0.07310652732849121,0.07049158960580826,0.08452674746513367,0.05812859535217285,0.1089620590209961
34170_0013_A_109	0.009595438838005066,0.14108547568321228,0.005465109832584858,0.010465513914823532,0.02847927063703537,0.047746144235134125
34170_0013_A_110	0.007985065691173077,0.01259684655815363,0.027594048529863358,0.04028027504682541,0.27933841943740845,0.07327425479888916
34170_0014_A_112	0.044493772089481354,0.06739834696054459,0.023103585466742516,0.024439983069896698,0.7859312295913696,0.08221407234668732
34170_0014_A_113	0.04633711278438568,0.040975652635097504,0.003856856608763337,0.05266989767551422,0.08167430758476257,0.04538321495056152
34170_0015_A_115	0.012005486525595188,0.05675910413265228,0.04040654003620148,0.012451017275452614,0.05624765902757645,0.04039515554904938
34170_0015_A_116	0.026534562930464745,0.07826977968215942,0.010557891800999641,0.02448570728302002,0.025574345141649246,0.10131729394197464
34170_0015_A_117	0.10369822382926941,1.9442431926727295,0.0031419401057064533,0.011399704031646252,0.011054664850234985,0.23424971103668213
34170_0015_A_118	0.051416121423244476,0.041519682854413986,0.003414088161662221,0.06560829281806946,0.032420121133327484,0.20190611481666565
34170_0015_A_119	0.021723102778196335,0.6795450448989868,0.0059565952979028225,0.0612892247736454,0.015661846846342087,0.16037701070308685
34170_0015_A_120	0.006819252390414476,0.015433243475854397,0.023833142593503,0.027398936450481415,0.06672292947769165,0.04127402603626251
34170_0015_A_121	0.024249399080872536,0.23308217525482178,0.029762737452983856,0.016350150108337402,0.040181227028369904,0.1313365399837494
34170_0016_A_123	0.002595239784568548,0.006072872318327427,0.0016904596704989672,0.013301262632012367,0.012074446305632591,0.01668926700949669
34170_0016_A_124	0.0660732164978981,0.2183179259300232,0.19968107342720032,0.021613571792840958,0.01308033149689436,0.10285939276218414
34170_0016_A_125	0.008288046345114708,0.1695706993341446,0.009365357458591461,0.022808993235230446,0.02278173714876175,0.02562726102769375
34170_0016_A_126	0.0015583462081849575,0.0392194427549839,0.00922582857310772,0.06438762694597244,0.05977983772754669,0.011051575653254986
34170_0016_A_127	0.0013465541414916515,0.027074601501226425,0.005595233757048845,0.05173521861433983,0.059533752501010895,0.021224722266197205
34170_0016_A_128	0.020830754190683365,0.53209388256073,0.12284202128648758,0.013790981844067574,0.013602260500192642,0.040965206921100616
34170_0016_A_129	0.03113478049635887,0.05370229482650757,0.010646676644682884,0.017699599266052246,0.006895877420902252,0.33513492345809937
34170_0016_A_130	0.046432867646217346,0.20699746906757355,0.005146341864019632,0.07677523791790009,0.10320436209440231,0.0809810608625412
34170_0016_A_131	0.0075742523185908794,0.10488186031579971,0.05375739932060242,0.27645576000213623,0.015554367564618587,0.12715640664100647
34170_0016_A_132	0.055612798780202866,0.0543338768184185,0.007741614244878292,0.06555426120758057,0.08937828987836838,0.35536420345306396
34170_0016_A_133	0.025907060131430626,0.05423901975154877,0.007069203071296215,0.02177063375711441,0.043691486120224,0.10406899452209473
34170_0016_A_134	0.044204648584127426,0.03398518264293671,0.003634469583630562,0.031419336795806885,0.056247834116220474,0.16818490624427795
34170_0016_A_135	0.031986914575099945,0.09604473412036896,0.007171759381890297,0.036854006350040436,0.04262945055961609,0.08805401623249054
34170_0016_A_136	0.05971306562423706,0.8424443006515503,0.0032759583555161953,0.011911429464817047,0.004159104079008102,0.2547050714492798
34170_0017_A_139	0.010135798715054989,0.012995562516152859,0.00849476084113121,0.03172171860933304,0.03210538998246193,0.046920329332351685
34170_0017_A_140	0.023005560040473938,0.08420519530773163,0.009350575506687164,0.009690730832517147,0.03478475660085678,0.017717622220516205
34170_0017_A_141	0.012656820937991142,0.05849570035934448,0.03026098944246769,0.047134771943092346,0.04235313832759857,1.229604959487915
34170_0017_A_142	0.009378628805279732,0.024418365210294724,0.008029294200241566,0.041519150137901306,0.02408948913216591,0.06596425920724869
34170_0017_A_143	0.004810875281691551,0.06284864246845245,0.022230442613363266,0.03820555657148361,0.0954723134636879,0.010031628422439098
34170_0017_A_144	0.014349814504384995,0.036366336047649384,0.05533447489142418,0.025703229010105133,0.1312962770462036,0.416942834854126
34170_0017_A_145	0.013100816868245602,0.015224957838654518,0.01672295667231083,0.026609037071466446,0.056443970650434494,0.0900438204407692
34170_0017_A_146	0.004552323836833239,0.00753787811845541,0.010472537949681282,0.008213669061660767,0.025756165385246277,0.08052122592926025
34170_0017_A_147	0.1264684796333313,0.07325539737939835,0.042814355343580246,0.010614339262247086,0.03875008970499039,0.1727728396654129
34170_0017_A_148	0.04388800635933876,0.028683386743068695,0.017555657774209976,0.045750655233860016,0.019839927554130554,0.39757248759269714
34170_0017_A_149	0.06671050190925598,0.09382075071334839,0.015023017302155495,0.022387830540537834,0.012416871264576912,0.01302875392138958
34170_0017_A_150	0.039380986243486404,0.06266225874423981,0.009069683961570263,0.01928439922630787,0.011554828844964504,0.02016705647110939
34170_0017_A_151	0.02277383580803871,0.06294244527816772,0.02744273841381073,0.07752630859613419,0.07135653495788574,0.675331711769104
34170_0017_A_152	0.07981632649898529,0.5005382299423218,0.05045212805271149,0.2446921169757843,0.019909055903553963,0.21348099410533905
34170_0017_A_153	0.08720256388187408,0.028300821781158447,0.005159816239029169,0.016306329518556595,0.014677951112389565,0.05853758752346039
34170_0017_A_154	0.05298257991671562,0.016551516950130463,0.0040193647146224976,0.005809307098388672,0.012876639142632484,0.07519910484552383
34170_0017_A_155	0.01019490696489811,0.06799516081809998,0.16436389088630676,0.04073033481836319,0.015842046588659286,0.049168236553668976
34170_0017_A_156	0.2050967812538147,0.35908228158950806,0.008134540170431137,0.008627718314528465,0.013852747157216072,0.15920883417129517
34170_0017_A_157	0.309656023979187,0.0771547257900238,0.002281682565808296,0.2417268455028534,0.011421741917729378,0.09794365614652634
34170_0017_A_158	0.005486157722771168,0.03018682822585106,0.006430038716644049,0.015858987346291542,0.019092649221420288,0.20055580139160156
34170_0017_A_159	0.002773011103272438,0.01926826313138008,0.009161618538200855,0.01717052236199379,0.05972239375114441,0.022729529067873955
34170_0017_A_160	0.0025172473397105932,0.019107265397906303,0.006716495379805565,0.015079990029335022,0.05307468771934509,0.016543105244636536
34170_0017_A_161	0.002677447395399213,0.017282385379076004,0.008379938080906868,0.01286609098315239,0.05668176710605621,0.017934147268533707
34170_0017_A_162	0.02281690575182438,0.014384524896740913,0.019768143072724342,0.02480146661400795,0.0931372344493866,0.19801214337348938
34170_0017_A_163	0.010135182179510593,0.0834539607167244,0.15123766660690308,0.24825942516326904,0.05410214513540268,0.2647281289100647
34170_0017_A_164	0.004978867247700691,0.09455689787864685,0.023737365379929543,0.04336337745189667,0.018689507618546486,0.0891188532114029
34170_0017_A_165	0.00937653798609972,0.03977518528699875,0.049487799406051636,0.23505493998527527,0.032331183552742004,0.5859970450401306
34170_0017_A_166	0.031180713325738907,0.131910040974617,0.05360304191708565,0.11290036141872406,0.015599646605551243,0.19668661057949066
34170_0017_A_167	0.26652246713638306,1.5186885595321655,0.006537659093737602,0.007991018705070019,0.005945281125605106,0.35355275869369507
34170_0017_A_168	0.06351781636476517,0.018460655584931374,0.01633637771010399,0.04522741958498955,0.13625305891036987,0.33538976311683655
34170_0017_A_169	0.04187220707535744,0.03467927128076553,0.009452331811189651,0.2027265876531601,0.0500989593565464,0.0766713097691536
34170_0017_A_173	0.030449125915765762,0.06411390006542206,0.019064055755734444,0.01576959528028965,0.01714836247265339,0.28395217657089233
34170_0017_A_170	0.01006415206938982,0.059711504727602005,0.02572503685951233,0.04507192596793175,0.06161918118596077,0.7219703197479248
34170_0017_A_172	0.05605421960353851,0.0851767510175705,0.02278248965740204,0.027689747512340546,0.018255479633808136,0.3411526381969452
34170_0017_A_175	0.001773351221345365,0.013684045523405075,0.006746609229594469,0.009593792259693146,0.030436452478170395,0.005581679288297892
34170_0017_A_176	0.002020700601860881,0.010113324038684368,0.011178361251950264,0.010502267628908157,0.032850101590156555,0.007571716792881489
34170_0017_A_178	0.03773442655801773,0.1128193587064743,0.02034350298345089,0.040670737624168396,0.034400228410959244,0.07871278375387192
34170_0017_A_179	0.02798636630177498,0.3246617615222931,0.14682655036449432,0.07181676477193832,0.019579637795686722,0.03416755795478821
34170_0017_A_181	0.043568432331085205,0.09541840851306915,0.01420290395617485,0.009940952062606812,0.0074478331953287125,0.13911309838294983
34170_0017_A_182	0.23715397715568542,0.3840915262699127,0.25059548020362854,0.22450169920921326,0.13767758011817932,0.16121582686901093
34170_0017_A_184	0.024548877030611038,0.07526684552431107,0.007932586595416069,0.18871812522411346,0.018563341349363327,0.10667414963245392
34170_0017_A_185	0.010395905002951622,0.02685665152966976,0.010333454236388206,0.1276988685131073,0.08328104019165039,0.04933600872755051
34170_0017_A_187	0.022644005715847015,0.01699414849281311,0.010798575356602669,0.2132510244846344,0.08160460740327835,0.09727690368890762
34170_0017_A_188	0.03139599785208702,0.08386212587356567,0.13366049528121948,0.6431038975715637,0.020324185490608215,0.17721351981163025
34170_0017_A_189	0.03028246760368347,0.050521738827228546,0.030243754386901855,0.18232305347919464,0.10484673082828522,0.1045321449637413
34170_0017_A_191	1.9552634954452515,0.1945504993200302,0.00816182978451252,0.01969953253865242,0.027772746980190277,0.1804501712322235
34170_0017_A_192	0.3921579122543335,0.052851006388664246,0.007939798757433891,0.009787102229893208,0.02791554108262062,0.156436026096344
34170_0017_A_193	0.06803591549396515,0.5549862384796143,0.02031536027789116,0.01606806367635727,0.014520116150379181,0.1391323357820511
34170_0017_A_194	0.023220783099532127,0.05034346505999565,0.02818278968334198,0.3160865306854248,0.05114215984940529,0.1532019078731537
34170_0017_A_195	0.9462540149688721,0.23908045887947083,0.011402033269405365,0.026117395609617233,0.020104672759771347,0.09924805164337158
34170_0017_A_196	0.622857928276062,0.10090132057666779,0.008854293264448643,0.011707378551363945,0.020821355283260345,0.21380296349525452
34170_0017_A_198	0.052914898842573166,0.06392307579517365,0.00912771001458168,0.008285654708743095,0.019654564559459686,0.030195124447345734
34170_0017_A_199	0.03137492388486862,0.043727144598960876,0.006463249213993549,0.003973312675952911,0.014248069375753403,0.031513094902038574
34170_0017_A_200	0.006511153653264046,0.027182437479496002,0.0049633667804300785,0.013434533961117268,0.04496921971440315,0.05647033452987671
34170_0019_A_207	0.0015395190566778183,0.003447451628744602,0.011847587302327156,0.0157957524061203,0.08672330528497696,0.03161318600177765
34170_0019_A_208	0.004770888015627861,0.015374485403299332,0.007123410701751709,0.02424844726920128,0.05457421392202377,0.016819259151816368
34170_0019_A_209	0.017215697094798088,0.31355178356170654,0.011255424469709396,0.024934493005275726,0.03991304710507393,0.04693998396396637
34170_0019_A_210	0.0016761482693254948,0.004073084332048893,0.011129073798656464,0.020774763077497482,0.008102981373667717,0.016220692545175552
34170_0019_A_217	0.004048431757837534,0.043413762003183365,0.007403572089970112,0.006863184738904238,0.0235188826918602,0.006429046858102083
34170_0019_A_219	0.02713843807578087,0.5788660049438477,0.008291687816381454,0.027619104832410812,0.012926002964377403,0.03607136756181717
34170_0019_A_225	0.0035877013579010963,0.02191639132797718,0.009011885151267052,0.01816834695637226,0.011791512370109558,0.02266448363661766
34170_0019_A_226	0.04862099885940552,0.12625566124916077,0.004598763771355152,0.009306652471423149,0.006987500935792923,0.07679437845945358
34170_0019_A_231	0.002613426884636283,0.01888522505760193,0.014390835538506508,0.06558097898960114,0.061218950897455215,0.04783391207456589
34170_0020_A_238	0.017789699137210846,0.1483708918094635,0.008552663959562778,0.007168144918978214,0.0160167645663023,0.013269534334540367
34170_0020_A_239	0.011494453065097332,0.15877647697925568,0.006097831763327122,0.005784471984952688,0.013016493991017342,0.01715964265167713
34170_0020_A_240	0.009129784069955349,0.04313488304615021,0.09952706098556519,0.03083742968738079,0.020310290157794952,0.024796750396490097
34170_0020_A_241	0.006907484494149685,0.10890927910804749,0.041018031537532806,0.03465215116739273,0.08894214034080505,0.0769367665052414
34170_0020_A_242	0.0025385781191289425,0.005871408618986607,0.04719626158475876,0.048845626413822174,0.39571908116340637,0.11786425113677979
34170_0020_A_243	0.007513190619647503,0.0299520380795002,0.0288628488779068,0.9234309196472168,0.022730659693479538,0.09509206563234329
34170_0020_A_246	0.04908515140414238,0.06810756027698517,0.010123912245035172,0.006567954085767269,0.017731457948684692,0.06793719530105591
34170_0020_A_247	0.1427043229341507,0.6791528463363647,0.00870874896645546,0.007470301352441311,0.02935187704861164,0.05360223725438118
34170_0020_A_251	0.007061525713652372,0.00488194078207016,0.004301419947296381,0.005495887715369463,0.013205265626311302,0.013849098235368729
34170_0020_A_252	0.003680399153381586,0.0022036638110876083,0.006424203515052795,0.0029580050613731146,0.010573097504675388,0.02599528804421425
34170_0021_A_255	0.004462220706045628,0.009022177197039127,0.02211947552859783,0.01649331860244274,0.19152317941188812,0.0715552270412445
34170_0021_A_257	0.003019676310941577,0.012650080025196075,0.00629462068900466,0.020716840401291847,0.06684602797031403,0.012225180864334106
34170_0021_A_259	0.0041527701541781425,0.028580818325281143,0.2543548047542572,0.010745864361524582,0.2310577630996704,0.09555277228355408
34170_0021_A_261	0.31713253259658813,0.35956546664237976,0.00967757124453783,0.007833780720829964,0.02342257834970951,0.08410971611738205
34170_0021_A_262	0.002105032093822956,0.004345564171671867,0.008418377488851547,0.05009815841913223,0.13405759632587433,0.11412741243839264
34170_0022_A_265	0.009174161590635777,0.02125794067978859,0.0025839623995125294,0.016411077231168747,0.015412244014441967,0.017178069800138474
34170_0022_A_266	0.0273970365524292,0.013553411699831486,0.010012620128691196,0.006331087555736303,0.0992402732372284,0.03268124535679817
34170_0022_A_267	0.012831464409828186,0.008077861741185188,0.010391020216047764,0.005408716853708029,0.11330017447471619,0.0362999401986599
34170_0022_A_268	0.002850657794624567,0.008314702659845352,0.007358173839747906,0.011193884536623955,0.026700567454099655,0.005833471193909645
34170_0022_A_269	0.003568675834685564,0.02985454723238945,0.007694918196648359,0.03177506849169731,0.032946377992630005,0.03764874488115311
34170_0022_A_270	0.014200869016349316,0.029962772503495216,0.0047060116194188595,0.026540685445070267,0.03521044924855232,0.05644647404551506
34170_0022_A_271	0.07694573700428009,0.5375085473060608,0.012098468840122223,0.03322608396410942,0.018411973491311073,0.13303136825561523
34170_0022_A_272	0.014726967550814152,1.8234846591949463,0.009686983190476894,0.04686541482806206,0.005255233496427536,0.038674816489219666
34170_0022_A_273	0.0015197490574792027,0.011301307938992977,0.005255916155874729,0.03154291957616806,0.0892297551035881,0.02263612113893032
34170_0022_A_276	0.0017864780966192484,0.004123080056160688,0.008992216549813747,0.025868425145745277,0.17506827414035797,0.05150243639945984
34170_0022_A_279	0.0024663691874593496,0.013837974518537521,0.013774318620562553,0.03693031892180443,0.2704101800918579,0.009350673295557499
34170_0022_A_280	0.00410136952996254,0.017214376479387283,0.00688828993588686,0.02717681974172592,0.07021760940551758,0.005932345986366272
34170_0022_A_281	0.004812643863260746,0.00506925955414772,0.0043080709874629974,0.02418089658021927,0.07225200533866882,0.008896070532500744
34170_0022_A_282	0.0021149020176380873,0.004571966361254454,0.009686698205769062,0.0054760221391916275,0.166069895029068,0.0208301842212677
34170_0022_A_283	0.0018339378293603659,0.0036949459463357925,0.008055408485233784,0.017539752647280693,0.07347369194030762,0.010858207009732723
34170_0022_A_284	0.05908270180225372,0.12648946046829224,0.0095551498234272,0.01018119789659977,0.009445279836654663,0.3509170711040497
34170_0022_A_285	0.003810455556958914,0.01510050892829895,0.009278986603021622,0.008343064226210117,0.18891385197639465,0.015099003911018372
34170_0022_A_286	0.05908270180225372,0.12648946046829224,0.0095551498234272,0.01018119789659977,0.009445279836654663,0.3509170711040497
34170_0022_A_287	0.004942563362419605,0.014387685805559158,0.011508744210004807,0.021095342934131622,0.25488683581352234,0.024549759924411774
34170_0022_A_288	0.03122379258275032,0.5435293316841125,0.04013238102197647,0.04896123334765434,0.049687668681144714,0.03883826732635498
34170_0022_A_291	0.006273760925978422,0.013525225222110748,0.006137812044471502,0.008864019066095352,0.0372110977768898,0.034285519272089005
34170_0022_A_292	0.00749756908044219,0.01448916457593441,0.005872802808880806,0.007475907448679209,0.034378066658973694,0.03767845034599304
34170_0022_A_293	0.005936821922659874,0.013515660539269447,0.0052569168619811535,0.006583046168088913,0.03584527596831322,0.04067247733473778
34170_0022_A_302	0.0026233529206365347,0.013549000024795532,0.009380671195685863,0.009353292174637318,0.21987171471118927,0.018012067303061485
34170_0022_A_295	0.00793102104216814,0.010087298229336739,0.011389132589101791,0.06250928342342377,0.029569275677204132,0.11868469417095184
34170_0022_A_298	0.006369058974087238,0.016633164137601852,0.01059857476502657,0.023604054003953934,0.5256815552711487,0.011959196999669075
34170_0022_A_299	0.006245511583983898,0.0365869477391243,0.009708545170724392,0.01533861830830574,0.08399984985589981,0.03242246434092522
34170_0022_A_300	0.004001205321401358,0.015131460502743721,0.007144165690988302,0.005351770669221878,0.26524049043655396,0.0222394410520792
34170_0022_A_301	0.012574966996908188,0.43166041374206543,0.00886658113449812,0.05770806968212128,0.015549099072813988,0.06954777240753174
34170_0022_A_303	0.02220100350677967,0.525796115398407,0.03147488832473755,0.04009593278169632,0.051359932869672775,0.034719355404376984
34170_0022_A_304	0.00456030759960413,0.07031316310167313,0.012231666594743729,0.02732258476316929,0.08150768280029297,0.014863085001707077
34170_0022_A_305	0.0017969198524951935,0.031319499015808105,0.01742842048406601,0.07498331367969513,0.07386860996484756,0.02359338104724884
34170_0022_A_308	0.0015507237985730171,0.042701903730630875,0.006275303661823273,0.010793051682412624,0.02608851157128811,0.009035740979015827
34170_0022_A_309	0.002783391857519746,0.01721746101975441,0.013657044619321823,0.07847609370946884,0.07149787992238998,0.14846642315387726
34170_0022_A_310	0.003686289070174098,0.0640835165977478,0.009535953402519226,0.08876995742321014,0.03116431087255478,0.020242732018232346
34170_0022_A_311	0.012744158506393433,0.11607865989208221,0.028379609808325768,0.0714111477136612,0.04581183195114136,0.3504883050918579
34170_0022_A_312	0.06267673522233963,0.34955716133117676,0.016877369955182076,0.0365358330309391,0.034555137157440186,0.02960488200187683
34170_0022_A_315	0.009347411803901196,0.017398133873939514,0.027579741552472115,0.016539597883820534,0.05483321100473404,0.09986617416143417
34170_0022_A_316	0.012106496840715408,0.05410248041152954,0.007988954894244671,0.04960120841860771,0.02234981581568718,0.05140002816915512
34170_0022_A_319	0.03122379258275032,0.5435293316841125,0.04013238102197647,0.04896123334765434,0.049687668681144714,0.03883826732635498
34170_0022_A_322	0.0017901863902807236,0.02449074387550354,0.012540162540972233,0.01834869012236595,0.052512578666210175,0.02536386251449585
34170_0022_A_323	0.0963495522737503,0.5902665853500366,0.02347661554813385,0.017801305279135704,0.02117615006864071,0.06452708691358566
34170_0022_A_324	0.167298823595047,1.9124869108200073,0.005558325909078121,0.010466603562235832,0.008949549868702888,0.05978745222091675
34170_0022_A_327	0.003146668430417776,0.026980958878993988,0.009748569689691067,0.02235647849738598,0.023793714120984077,0.1590617299079895
34170_0022_A_328	0.01211487129330635,0.4818495512008667,0.011245825327932835,0.06758150458335876,0.0314200222492218,0.07771991193294525
34170_0022_A_329	0.002783391857519746,0.01721746101975441,0.013657044619321823,0.07847609370946884,0.07149787992238998,0.14846642315387726
34170_0022_A_330	0.007919397205114365,0.02984471246600151,0.008888009004294872,0.009141653776168823,0.024310193955898285,0.040222764015197754
34170_0022_A_331	0.09718410670757294,0.4275895357131958,0.007134344428777695,0.018854770809412003,0.0309321116656065,0.0825825184583664
34170_0022_A_334	0.005648251622915268,0.003606568556278944,0.005766364745795727,0.007231473922729492,0.11236222833395004,0.07149286568164825
